orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_monitoring-stack-smart-plug-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_disk_reads_powerstorm_marketing-campaign_0_client,server_113_disk_reads_6g-sandbox-engine-worker-1,server_115_disk_reads_6g-sandbox-engine-worker-1,orin_memory_ubuntu,orin_memory_[none],orin_memory_[none],orin_memory_powerstorm_marketing-campaign_0_client,orin_memory_powerstorm_marketing-campaign_0_client,server_113_memory_ubuntu,server_113_memory_ubuntu,server_115_memory_ubuntu,server_115_memory_ubuntu,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_sent_powerstorm_marketing-campaign_0_client,server_113_network_sent_6g-sandbox-engine-worker-1,server_115_network_sent_6g-sandbox-engine-worker-1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_network_received_powerstorm_marketing-campaign_0_client,server_113_network_received_6g-sandbox-engine-worker-1,server_115_network_received_6g-sandbox-engine-worker-1,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,orin_cpu_powerstorm_marketing-campaign_0_client,orin_temp,orin_memory,server_113_memory,server_115_memory,orin_disk_writes,server_113_disk_writes,server_115_disk_writes,orin_disk_reads,server_113_disk_reads,server_115_disk_reads,orin_network_sent,server_113_network_sent,server_115_network_sent,orin_network_received,server_113_network_received,server_115_network_received,orin_power,orin_cpu,server_113_cpu,server_115_cpu
0,0,0,0,,0,0,213827600,78378598,927803000,168321000,122418516.666667,130529688,146780160,139940865,98888908,9587.390726,0,1464.99996,0,8523.5446,45745.678196,52792.60586,236652.056772,0,868.80002,0,2911.8608334,45593.9107,52766.49345,0.5494804,7.6523862,0.8606726,21.0449358,0.4455397,1.0785717,,43.126,3301.2188,698.5336,585.26484,-749.3432727,-28.8,-17.6,64.800002,0,0,-103.228012,-200.1377892,-202.2444122,20254.89716,10.6423978,10.4286988,9.778,32.581945,13.7671962,10.4503502
0,0,0,0,,0,0,213827600,78378598,927803000,168321000,122418516.666667,130529688,146780160,139940865,98888908,9587.390726,0,1464.99996,0,8523.5446,45745.678196,52792.60586,236652.056772,0,868.80002,0,2911.8608334,45593.9107,52766.49345,0.5494804,7.6523862,0.8606726,21.0449358,0.4455397,1.0785717,,43.126,3301.2188,698.5336,585.26484,-749.3432727,-28.8,-17.6,64.800002,0,0,-103.228012,-200.1377892,-202.2444122,20254.89716,10.6423978,10.4286988,9.778,32.581945,13.7671962,10.4503502
0,0,0,0,0,0,0,213827600,78378598,927920140,168321000,239592240,130529688,146780160,139940865,105030452,20435.85972,0,1554.79992,0,18670.71038,45745.678196,56727.09454,3719962.59414,0,949,0,3355160.1029,45593.9107,56545.195168,0.3797051,5.1353276,0.5181523,100.649046,0.4001947,1.0785717,,43.126,3442.793,698.5336,590.62812,-4467.423114,-28.8,-571.1999,0,0,0,-128.435342,-200.1377892,-201.5421364,10658.75644,10.6423978,9.7613716,12.9228,40.6939469,13.7671962,18.1460571
0,0,0,0,0,0,0,213827600,78378598,927920140,168321000,239592240,137876274,146780160,139940865,105030452,20435.85972,0,1554.79992,0,18670.71038,66839.48064,56727.09454,3719962.59414,0,949,0,3355160.1029,66521.4867,56545.195168,0.3797051,5.1353276,0.5181523,100.649046,0.4001947,1.0785717,,43.126,3442.793,704.47346,590.62812,-4467.423114,-7.9999994,-571.1999,0,0,0,-128.435342,-200.698088,-201.5421364,10658.75644,11.3301776,9.7613716,12.9228,40.6939469,12.6440379,18.1460571
0,0,0,0,0,0,0,213827600,78378598,927920140,168321000,239592240,137876274,146780160,139940865,105030452,20435.85972,0,1554.79992,0,18670.71038,66839.48064,56727.09454,3719962.59414,0,949,0,3355160.1029,66521.4867,56545.195168,0.3797051,5.1353276,0.5181523,100.649046,0.4001947,1.0785717,,43.126,3442.793,704.47346,590.62812,-4467.423114,-7.9999994,-571.1999,0,0,0,-128.435342,-200.698088,-201.5421364,10658.75644,11.3301776,9.7613716,12.9228,40.6939469,12.6440379,18.1460571
0,0,0,0,0,0,0,213827600,78378598,927920140,168321000,239592240,137876274,146780160,139940865,105030452,20435.85972,0,1554.79992,0,18670.71038,66839.48064,56727.09454,3719962.59414,0,949,0,3355160.1029,66521.4867,56545.195168,0.3797051,5.1353276,0.5181523,100.649046,0.4001947,1.0785717,,43.126,3442.793,704.47346,590.62812,-4467.423114,-7.9999994,-571.1999,0,0,0,-128.435342,-200.698088,-201.5421364,10658.75644,11.3301776,9.7613716,12.9228,40.6939469,12.6440379,18.1460571
0,0,0,0,0,0,0,213827600,78378598,927920140,168321000,239592240,137876274,146780160,139940865,105030452,20435.85972,0,1554.79992,0,18670.71038,66839.48064,56727.09454,3719962.59414,0,949,0,3355160.1029,66521.4867,56545.195168,0.3797051,5.1353276,0.5181523,100.649046,0.4001947,1.0785717,,43.2523333333333,3442.793,704.47346,590.62812,-4467.423114,-7.9999994,-571.1999,0,0,0,-128.435342,-200.698088,-201.5421364,10658.75644,11.3301776,9.7613716,12.9228,40.6939469,12.6440379,18.1460571
0,0,0,0,0,0,0,213827600,78378598,928134760,168321000,367719200,137876274,146780160,139940865,110844312,25726.9588,0,1520.46562,0,18316.5634,66839.48064,56809.652508,3990559.806,0,872.75714,0,3617665.028,66521.4867,56684.829646,0.4187771,5.0431617,0.5136306,94.115092,0.3157294,1.0785717,219.0930205,43.2523333333333,3633.8516,704.47346,596.37422,-357.88048,-7.9999994,-12,0,0,0,-176.00816,-200.698088,-202.248234,31164.9712,11.3301776,10.4443892,13.709,54.7892022,12.6440379,13.1740459
0,0,0,0,0,0,0,213827600,78378598,928134760,168321000,367719200,136518860,146780160,139940865,110844312,25726.9588,0,1520.46562,0,18316.5634,49899.27542,56809.652508,3990559.806,0,872.75714,0,3617665.028,49653.33464,56684.829646,0.4187771,5.0431617,0.5136306,94.115092,0.3157294,1.0785717,219.0930205,43.2523333333333,3633.8516,705.20782,596.37422,-357.88048,-603.20004,-12,0,0,0,-176.00816,-202.8086586,-202.248234,31164.9712,12.6927648,10.4443892,13.709,54.7892022,12.2640874,13.1740459
0,0,0,0,0,0,0,213827600,78378598,928134760,168321000,367719200,136518860,146780160,139940865,110844312,25726.9588,0,1520.46562,0,18316.5634,49899.27542,56809.652508,3990559.806,0,872.75714,0,3617665.028,49653.33464,56684.829646,0.4187771,5.0431617,0.5136306,94.115092,0.3157294,1.0785717,219.0930205,43.2523333333333,3633.8516,705.20782,596.37422,-357.88048,-603.20004,-12,0,0,0,-176.00816,-202.8086586,-202.248234,31164.9712,12.6927648,10.4443892,13.709,54.7892022,12.2640874,13.1740459
0,0,0,0,0,0,0,213827600,78378598,928134760,168321000,367719200,136518860,146780160,139940865,110844312,25726.9588,0,1520.46562,0,18316.5634,49899.27542,56809.652508,3990559.806,0,872.75714,0,3617665.028,49653.33464,56684.829646,0.4187771,5.0431617,0.5136306,94.115092,0.3157294,1.0785717,219.0930205,43.2523333333333,3633.8516,705.20782,596.37422,-357.88048,-603.20004,-12,0,0,0,-176.00816,-202.8086586,-202.248234,31164.9712,12.6927648,10.4443892,13.709,54.7892022,12.2640874,13.1740459
0,0,0,0,0,0,0,213827600,78378598,928134760,168321000,367719200,136518860,146780160,139940865,110844312,25726.9588,0,1520.46562,0,18316.5634,49899.27542,56809.652508,3990559.806,0,872.75714,0,3617665.028,49653.33464,56684.829646,0.4187771,5.0431617,0.5136306,94.115092,0.3157294,1.0785717,219.0930205,43.2523333333333,3633.8516,705.20782,596.37422,-357.88048,-603.20004,-12,0,0,0,-176.00816,-202.8086586,-202.248234,31164.9712,12.6927648,10.4443892,13.709,54.7892022,12.2640874,13.1740459
0,0,0,0,0,0,0,213827600,78376960,928288760,168321000,734985380,136518860,146780160,139940865,109722008,331487.970602,0,1545.25332,0,406308.3,49899.27542,56903.173724,345376.824142,0,984.132,0,206296.48,49653.33464,56734.906438,0.3810298,4.9824719,20.2458299,93.566954,0.3726259,1.0785717,129.995321,43.2523333333333,3902.4552,705.20782,598.52734,-388.79756,-603.20004,-3.2,3.6672912,0,0,-46.84844,-202.8086586,-203.6584546,1472.86576,12.6927648,11.4183714,13.4506,51.6268852,12.2640874,12.7792882
0,0,0,0,0,0,0,213827600,78376960,928288760,168321000,734985380,135843838,146780160,139940865,109722008,331487.970602,0,1545.25332,0,406308.3,21961.278172,56903.173724,345376.824142,0,984.132,0,206296.48,21677.31074,56734.906438,0.3810298,4.9824719,20.2458299,93.566954,0.3726259,1.0785717,129.995321,43.2523333333333,3902.4552,705.65936,598.52734,-388.79756,-13.6000002,-3.2,3.6672912,0,0,-46.84844,-201.356948,-203.6584546,1472.86576,11.1785172,11.4183714,13.4506,51.6268852,11.9654617,12.7792882
0,0,0,0,0,0,0,213827600,78376960,928288760,168321000,734985380,135843838,146780160,139940865,109722008,331487.970602,0,1545.25332,0,406308.3,21961.278172,56903.173724,345376.824142,0,984.132,0,206296.48,21677.31074,56734.906438,0.3810298,4.9824719,20.2458299,93.566954,0.3726259,1.0785717,129.995321,43.2523333333333,3902.4552,705.65936,598.52734,-388.79756,-13.6000002,-3.2,3.6672912,0,0,-46.84844,-201.356948,-203.6584546,1472.86576,11.1785172,11.4183714,13.4506,51.6268852,11.9654617,12.7792882
0,0,0,0,0,0,0,213827600,78376960,928288760,168321000,734985380,135843838,146780160,139940865,109722008,331487.970602,0,1545.25332,0,406308.3,21961.278172,56903.173724,345376.824142,0,984.132,0,206296.48,21677.31074,56734.906438,0.3810298,4.9824719,20.2458299,93.566954,0.3726259,1.0785717,129.995321,43.2523333333333,3902.4552,705.65936,598.52734,-388.79756,-13.6000002,-3.2,3.6672912,0,0,-46.84844,-201.356948,-203.6584546,1472.86576,11.1785172,11.4183714,13.4506,51.6268852,11.9654617,12.7792882
0,0,0,0,0,0,0,213827600,78376960,928288760,168321000,734985380,135843838,146780160,139940865,109722008,331487.970602,0,1545.25332,0,406308.3,21961.278172,56903.173724,345376.824142,0,984.132,0,206296.48,21677.31074,56734.906438,0.3810298,4.9824719,20.2458299,93.566954,0.3726259,1.0785717,129.995321,43.3136666666667,3902.4552,705.65936,598.52734,-388.79756,-13.6000002,-3.2,3.6672912,0,0,-46.84844,-201.356948,-203.6584546,1472.86576,11.1785172,11.4183714,13.4506,51.6268852,11.9654617,12.7792882
0,0,0,0,0,0,0,243485080,78376960,928485380,168321000,786438540,135843838,146780160,139940865,112934092,748410.94032,0,1235.99758,0,629081.3,21961.278172,60753.06638,512896.07564,0,691.43632,0,318928.52,21677.31074,60547.83025,0.3534359,4.9133878,26.8578604,97.21147,0.3192999,1.0785717,34.20919,43.3136666666667,3920.5984,705.65936,606.56876,-627.2238,-13.6000002,-89.599991,130.3969722,0,0,-44.876812,-201.356948,-201.9703472,1470.13262,11.1785172,10.9102588,13.386,44.3633408,11.9654617,11.7718248
0,0,0,0,0,0,0,243485080,78376960,928485380,168321000,786438540,136142848,146780160,139940865,112934092,748410.94032,0,1235.99758,0,629081.3,66508.976306,60753.06638,512896.07564,0,691.43632,0,318928.52,66246.74178,60547.83025,0.3534359,4.9133878,26.8578604,97.21147,0.3192999,1.0785717,34.20919,43.3136666666667,3920.5984,708.04764,606.56876,-627.2238,-17.600001,-89.599991,130.3969722,0,0,-44.876812,-202.523885,-201.9703472,1470.13262,12.9283292,10.9102588,13.386,44.3633408,12.9122709,11.7718248
0,0,0,0,0,0,0,243485080,78376960,928485380,168321000,786438540,136142848,146780160,139940865,112934092,748410.94032,0,1235.99758,0,629081.3,66508.976306,60753.06638,512896.07564,0,691.43632,0,318928.52,66246.74178,60547.83025,0.3534359,4.9133878,26.8578604,97.21147,0.3192999,1.0785717,34.20919,43.3136666666667,3920.5984,708.04764,606.56876,-627.2238,-17.600001,-89.599991,130.3969722,0,0,-44.876812,-202.523885,-201.9703472,1470.13262,12.9283292,10.9102588,13.386,44.3633408,12.9122709,11.7718248
0,0,0,0,0,0,0,243485080,78376960,928485380,168321000,786438540,136142848,146780160,139940865,112934092,748410.94032,0,1235.99758,0,629081.3,66508.976306,60753.06638,512896.07564,0,691.43632,0,318928.52,66246.74178,60547.83025,0.3534359,4.9133878,26.8578604,97.21147,0.3192999,1.0785717,34.20919,43.3136666666667,3920.5984,708.04764,606.56876,-627.2238,-17.600001,-89.599991,130.3969722,0,0,-44.876812,-202.523885,-201.9703472,1470.13262,12.9283292,10.9102588,13.386,44.3633408,12.9122709,11.7718248
0,0,0,0,0,0,0,243485080,78376960,928485380,168321000,786438540,136142848,146780160,139940865,112934092,748410.94032,0,1235.99758,0,629081.3,66508.976306,60753.06638,512896.07564,0,691.43632,0,318928.52,66246.74178,60547.83025,0.3534359,4.9133878,26.8578604,97.21147,0.3192999,1.0785717,34.20919,43.3136666666667,3920.5984,708.04764,606.56876,-627.2238,-17.600001,-89.599991,130.3969722,0,0,-44.876812,-202.523885,-201.9703472,1470.13262,12.9283292,10.9102588,13.386,44.3633408,12.9122709,11.7718248
0,0,0,0,0,0,0,250109920,78376960,928651700,168321000,783283000,136142848,146780160,139940865,120216780,699274.23992,0,1633.68372,0,662814.04,66508.976306,53156.74088,534554.120092,0,1005.27454,0,336357.56,66246.74178,53022.54615,0.5890326,4.9717889,26.4880162,97.844202,0.3790493,1.0785717,32.119542,43.3136666666667,3919.0944,708.04764,611.125,-4229.85598,-17.600001,-16.247669,4.0029946,0,0,-49.020028,-202.523885,-203.9568966,1473.86732,12.9283292,11.5440908,13.2036,44.5684616,12.9122709,12.7696156
0,0,0,0,0,0,0,250109920,78376960,928651700,168321000,783283000,136728578,146780160,139940865,120216780,699274.23992,0,1633.68372,0,662814.04,25829.78008,53156.74088,534554.120092,0,1005.27454,0,336357.56,25562.07944,53022.54615,0.5890326,4.9717889,26.4880162,97.844202,0.3790493,1.0785717,32.119542,43.3136666666667,3919.0944,710.60156,611.125,-4229.85598,-23.2000006,-16.247669,4.0029946,0,0,-49.020028,-203.3179268,-203.9568966,1473.86732,13.2576286,11.5440908,13.2036,44.5684616,12.2094794,12.7696156
0,0,0,0,0,0,0,250109920,78376960,928651700,168321000,783283000,136728578,146780160,139940865,120216780,699274.23992,0,1633.68372,0,662814.04,25829.78008,53156.74088,534554.120092,0,1005.27454,0,336357.56,25562.07944,53022.54615,0.5890326,4.9717889,26.4880162,97.844202,0.3790493,1.0785717,32.119542,43.3136666666667,3919.0944,710.60156,611.125,-4229.85598,-23.2000006,-16.247669,4.0029946,0,0,-49.020028,-203.3179268,-203.9568966,1473.86732,13.2576286,11.5440908,13.2036,44.5684616,12.2094794,12.7696156
0,0,0,0,0,0,0,250109920,78376960,928651700,168321000,783283000,136728578,146780160,139940865,120216780,699274.23992,0,1633.68372,0,662814.04,25829.78008,53156.74088,534554.120092,0,1005.27454,0,336357.56,25562.07944,53022.54615,0.5890326,4.9717889,26.4880162,97.844202,0.3790493,1.0785717,32.119542,43.3136666666667,3919.0944,710.60156,611.125,-4229.85598,-23.2000006,-16.247669,4.0029946,0,0,-49.020028,-203.3179268,-203.9568966,1473.86732,13.2576286,11.5440908,13.2036,44.5684616,12.2094794,12.7696156
0,0,0,0,0,0,0,250109920,78376960,928651700,168321000,783283000,136728578,146780160,139940865,120216780,699274.23992,0,1633.68372,0,662814.04,25829.78008,53156.74088,534554.120092,0,1005.27454,0,336357.56,25562.07944,53022.54615,0.5890326,4.9717889,26.4880162,97.844202,0.3790493,1.0785717,32.119542,43.358,3919.0944,710.60156,611.125,-4229.85598,-23.2000006,-16.247669,4.0029946,0,0,-49.020028,-203.3179268,-203.9568966,1473.86732,13.2576286,11.5440908,13.2036,44.5684616,12.2094794,12.7696156
0,0,0,0,0,0,0,252601980,78378598,928835200,168321000,780818000,136728578,146780160,139940865,127774720,613271.18008,0,1543.41528,0,761259.48,25829.78008,57084.626558,454596.78994,0,887.68982,0,386145.86,25562.07944,56925.162942,0.4061465,5.1142378,26.2290402,96.004568,0.3227375,1.0785717,32.588644,43.358,3919.493,710.60156,612.19064,-694.52376,-23.2000006,-8.55233,4.0000592,0,0,-48.531262,-203.3179268,-202.6332986,1471.29814,13.2576286,11.1037056,13.082,44.7498383,12.2094794,11.0673752
0,0,0,0,0,0,0,252601980,78378598,928835200,168321000,780818000,136763800,146780160,139940865,127774720,613271.18008,0,1543.41528,0,761259.48,66701.3279,57084.626558,454596.78994,0,887.68982,0,386145.86,66438.32688,56925.162942,0.4061465,5.1142378,26.2290402,96.004568,0.3227375,1.0785717,32.588644,43.358,3919.493,711.4844,612.19064,-694.52376,-22.4,-8.55233,4.0000592,0,0,-48.531262,-201.8447582,-202.6332986,1471.29814,12.275644,11.1037056,13.082,44.7498383,12.5144232,11.0673752
0,0,0,0,0,0,0,252601980,78378598,928835200,168321000,780818000,136763800,146780160,139940865,127774720,613271.18008,0,1543.41528,0,761259.48,66701.3279,57084.626558,454596.78994,0,887.68982,0,386145.86,66438.32688,56925.162942,0.4061465,5.1142378,26.2290402,96.004568,0.3227375,1.0785717,32.588644,43.358,3919.493,711.4844,612.19064,-694.52376,-22.4,-8.55233,4.0000592,0,0,-48.531262,-201.8447582,-202.6332986,1471.29814,12.275644,11.1037056,13.082,44.7498383,12.5144232,11.0673752
0,0,0,0,0,0,0,252601980,78378598,928835200,168321000,780818000,136763800,146780160,139940865,127774720,613271.18008,0,1543.41528,0,761259.48,66701.3279,57084.626558,454596.78994,0,887.68982,0,386145.86,66438.32688,56925.162942,0.4061465,5.1142378,26.2290402,96.004568,0.3227375,1.0785717,32.588644,43.358,3919.493,711.4844,612.19064,-694.52376,-22.4,-8.55233,4.0000592,0,0,-48.531262,-201.8447582,-202.6332986,1471.29814,12.275644,11.1037056,13.082,44.7498383,12.5144232,11.0673752
0,0,0,0,0,0,0,252601980,78378598,928835200,168321000,780818000,136763800,146780160,139940865,127774720,613271.18008,0,1543.41528,0,761259.48,66701.3279,57084.626558,454596.78994,0,887.68982,0,386145.86,66438.32688,56925.162942,0.4061465,5.1142378,26.2290402,96.004568,0.3227375,1.0785717,32.588644,43.358,3919.493,711.4844,612.19064,-694.52376,-22.4,-8.55233,4.0000592,0,0,-48.531262,-201.8447582,-202.6332986,1471.29814,12.275644,11.1037056,13.082,44.7498383,12.5144232,11.0673752
0,0,0,0,0,0,0,248102920,78376960,929019520,168321000,329889380,136763800,146780160,139940865,133067572,398441.49362,0,1290.42412,0,301064.20032,66701.3279,56744.98981,369685.57352,0,751.63474,0,152884.99698,66438.32688,56601.46579,0.3284098,4.9999544,7.5589332,96.107426,0.3803321,1.0785717,136.5248336,43.358,3417.368,711.4844,617.58358,-682.42092,-22.4,-12.8,1.1326803,0,0,-1736.669654,-201.8447582,-202.813499,1491.54082,12.275644,10.8320276,13.5494,49.248512,12.5144232,13.5364385
0,0,0,0,0,0,0,248102920,78376960,929019520,168321000,329889380,145915904,146780160,139940865,133067572,398441.49362,0,1290.42412,0,301064.20032,50081.02982,56744.98981,369685.57352,0,751.63474,0,152884.99698,49738.29452,56601.46579,0.3284098,4.9999544,7.5589332,96.107426,0.3803321,1.0785717,136.5248336,43.358,3417.368,715.27422,617.58358,-682.42092,-7.2,-12.8,1.1326803,0,0,-1736.669654,-201.735315,-202.813499,1491.54082,11.8634846,10.8320276,13.5494,49.248512,13.1693702,13.5364385
0,0,0,0,0,0,0,248102920,78376960,929019520,168321000,329889380,145915904,146780160,139940865,133067572,398441.49362,0,1290.42412,0,301064.20032,50081.02982,56744.98981,369685.57352,0,751.63474,0,152884.99698,49738.29452,56601.46579,0.3284098,4.9999544,7.5589332,96.107426,0.3803321,1.0785717,136.5248336,43.358,3417.368,715.27422,617.58358,-682.42092,-7.2,-12.8,1.1326803,0,0,-1736.669654,-201.735315,-202.813499,1491.54082,11.8634846,10.8320276,13.5494,49.248512,13.1693702,13.5364385
0,0,0,0,0,0,0,248102920,78376960,929019520,168321000,329889380,145915904,146780160,139940865,133067572,398441.49362,0,1290.42412,0,301064.20032,50081.02982,56744.98981,369685.57352,0,751.63474,0,152884.99698,49738.29452,56601.46579,0.3284098,4.9999544,7.5589332,96.107426,0.3803321,1.0785717,136.5248336,43.358,3417.368,715.27422,617.58358,-682.42092,-7.2,-12.8,1.1326803,0,0,-1736.669654,-201.735315,-202.813499,1491.54082,11.8634846,10.8320276,13.5494,49.248512,13.1693702,13.5364385
