orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_disk_reads_powerstorm_marketing-campaign_0_client,raspberrypi4_disk_reads_monitoring-stack-smart-plug-1,orin_memory_[none],orin_memory_6g-sandbox-prometheus-1,orin_memory_powerstorm_marketing-campaign_0_client,orin_memory_powerstorm_marketing-campaign_0_client,raspberrypi4_memory_monitoring-stack-smart-plug-1,raspberrypi4_memory_ubuntu,raspberrypi4_memory_ubuntu,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_sent_powerstorm_marketing-campaign_0_client,raspberrypi4_network_sent_6g-sandbox-engine-worker-1,raspberrypi4_network_sent_monitoring-stack-smart-plug-1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_network_received_powerstorm_marketing-campaign_0_client,raspberrypi4_network_received_6g-sandbox-engine-worker-1,raspberrypi4_network_received_monitoring-stack-smart-plug-1,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-kafka-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_powerstorm_marketing-campaign_0_client,orin_cpu_powerstorm_marketing-campaign_0_client,raspberrypi4_cpu_monitoring-stack-smart-plug-1,orin_temp,raspberrypi4_temp,orin_memory,raspberrypi4_memory,orin_disk_writes,raspberrypi4_disk_writes,orin_disk_reads,raspberrypi4_disk_reads,orin_network_sent,raspberrypi4_network_sent,orin_network_received,raspberrypi4_network_received,raspberrypi4_power,orin_cpu,raspberrypi4_cpu
0,0,0,0,0,272122660,836870160,165374360,3183362000,0,0,0,14308.575378,584.2,8812.72492,495237.9,51992.4056,1673.06592,3600604.77978,410.8,3314891.980262,213062.4,51275.1771108,945.03134,0.4739368,1.5295608,4.704743,0.6457135,1.2592309,82.7659067,30.1899024,0.2875082,43.7356666666667,53.7245,8422.0274,859.9594,-4522.999154,-15.9999992,342.67512,0,-116.419012,-225.5729268,28494.50444,10.897044,5.525,44.4981,7.0046929
0,0,0,0,0,272122660,836870160,165374360,3183362000,0,0,0,14308.575378,584.2,8812.72492,495237.9,51992.4056,1673.06592,3600604.77978,410.8,3314891.980262,213062.4,51275.1771108,945.03134,0.4739368,1.5295608,4.704743,0.6457135,1.2592309,82.7659067,30.1899024,0.2875082,43.7356666666667,53.7245,8422.0274,859.9594,-4522.999154,-15.9999992,342.67512,0,-116.419012,-225.5729268,28494.50444,10.897044,5.525,44.4981,7.0046929
0,0,0,0,0,272122660,836870160,165374360,3183362000,0,0,0,14308.575378,584.2,8812.72492,495237.9,51992.4056,1673.06592,3600604.77978,410.8,3314891.980262,213062.4,51275.1771108,945.03134,0.4739368,1.5295608,4.704743,0.6457135,1.2592309,82.7659067,30.1899024,0.2875082,43.7356666666667,53.7245,8422.0274,859.9594,-4522.999154,-15.9999992,342.67512,0,-116.419012,-225.5729268,28494.50444,10.897044,5.525,44.4981,7.0046929
0,0,0,0,0,272191500,837067580,274518020,3183362000,0,0,0,13924.347974,667,8304.53072,495237.9,51992.4056,1673.06592,278302.394046,606,61946.13408,213062.4,51275.1771108,945.03134,0.5448374,1.5295608,5.5963362,0.7963201,0.7622008,28.8092694,30.1899024,0.2875082,43.7356666666667,53.7245,8459.5436,859.9594,-1467.156058,-15.9999992,6.124878,0,-93.2262,-225.5729268,1622.48938,10.897044,5.525,28.3985917,7.0046929
0,0,0,0,0,272191500,837067580,274518020,3183362000,0,0,0,13924.347974,667,8304.53072,495237.9,48124.758178,1487.17942,278302.394046,606,61946.13408,213062.4,47396.727632,908.238462,0.5448374,1.5295608,5.5963362,0.7963201,0.7622008,28.8092694,30.1899024,0.3246303,43.7356666666667,53.7245,8459.5436,865.57186,-1467.156058,-3.2732832,6.124878,0,-93.2262,-238.3896108,1622.48938,11.7782056,5.6162,28.3985917,6.928497
0,0,0,0,0,272191500,837067580,274518020,3183362000,0,0,0,13924.347974,667,8304.53072,495237.9,48124.758178,1487.17942,278302.394046,606,61946.13408,213062.4,47396.727632,908.238462,0.5448374,1.5295608,5.5963362,0.7963201,0.7622008,28.8092694,30.1899024,0.3246303,43.7356666666667,53.7245,8459.5436,865.57186,-1467.156058,-3.2732832,6.124878,0,-93.2262,-238.3896108,1622.48938,11.7782056,5.6162,28.3985917,6.928497
0,0,0,0,0,272191500,837067580,274518020,3183362000,0,0,0,13924.347974,667,8304.53072,495237.9,48124.758178,1487.17942,278302.394046,606,61946.13408,213062.4,47396.727632,908.238462,0.5448374,1.5295608,5.5963362,0.7963201,0.7622008,28.8092694,30.1899024,0.3246303,43.9673333333333,54.015,8459.5436,865.57186,-1467.156058,-3.2732832,6.124878,0,-93.2262,-238.3896108,1622.48938,11.7782056,5.6162,28.3985917,6.928497
0,0,0,0,0,272191500,837067580,274518020,3183362000,0,0,0,13924.347974,667,8304.53072,495237.9,48124.758178,1487.17942,278302.394046,606,61946.13408,213062.4,47396.727632,908.238462,0.5448374,1.5295608,5.5963362,0.7963201,0.7622008,28.8092694,30.1899024,0.3246303,43.9673333333333,54.015,8459.5436,865.57186,-1467.156058,-3.2732832,6.124878,0,-93.2262,-238.3896108,1622.48938,11.7782056,5.6162,28.3985917,6.928497
0,0,0,0,0,272203800,837269920,389467360,3183362000,0,0,0,22652.47386,589.85344,18664.03102,495237.9,48124.758178,1487.17942,3907616.304966,535.89934,3601413.53826,213062.4,47396.727632,908.238462,0.5051394,1.5295608,4.9832698,0.7118399,0.5800498,136.1832262,30.1899024,0.3246303,43.9673333333333,54.015,8599.022,865.57186,-220.493884,-3.2732832,0,0,-167.8906,-238.3896108,30656.56598,11.7782056,5.6162,41.043315,6.928497
0,0,0,0,0,272203800,837269920,389467360,3183362000,0,0,0,22652.47386,589.85344,18664.03102,495237.9,52311.464484,1431.70586,3907616.304966,535.89934,3601413.53826,213062.4,51470.6625164,866.40992,0.5051394,1.5295608,4.9832698,0.7118399,0.5800498,136.1832262,30.1899024,0.2825946,43.9673333333333,54.015,8599.022,871.4844,-220.493884,-47.2394408,0,0,-167.8906,-225.941135,30656.56598,10.2515298,5.753,41.043315,7.8122334
0,0,0,0,0,272203800,837269920,389467360,3183362000,0,0,0,22652.47386,589.85344,18664.03102,495237.9,52311.464484,1431.70586,3907616.304966,535.89934,3601413.53826,213062.4,51470.6625164,866.40992,0.5051394,1.5295608,4.9832698,0.7118399,0.5800498,136.1832262,30.1899024,0.2825946,43.9673333333333,54.015,8599.022,871.4844,-220.493884,-47.2394408,0,0,-167.8906,-225.941135,30656.56598,10.2515298,5.753,41.043315,7.8122334
0,0,0,0,0,272203800,837269920,389467360,3183362000,0,0,0,22652.47386,589.85344,18664.03102,495237.9,52311.464484,1431.70586,3907616.304966,535.89934,3601413.53826,213062.4,51470.6625164,866.40992,0.5051394,1.5295608,4.9832698,0.7118399,0.5800498,136.1832262,30.1899024,0.2825946,43.9673333333333,54.015,8599.022,871.4844,-220.493884,-47.2394408,0,0,-167.8906,-225.941135,30656.56598,10.2515298,5.753,41.043315,7.8122334
0,0,0,0,0,272203800,837269920,389467360,3183362000,0,0,0,22652.47386,589.85344,18664.03102,495237.9,52311.464484,1431.70586,3907616.304966,535.89934,3601413.53826,213062.4,51470.6625164,866.40992,0.5051394,1.5295608,4.9832698,0.7118399,0.5800498,136.1832262,30.1899024,0.2825946,43.9673333333333,54.015,8599.022,871.4844,-220.493884,-47.2394408,0,0,-167.8906,-225.941135,30656.56598,10.2515298,5.753,41.043315,7.8122334
0,0,0,0,0,272208720,837463240,699387080,3183362000,0,0,0,302961.94052,757.34656,212834.7482,495237.9,52311.464484,1431.70586,282313.336086,689.30064,108566.56894,213062.4,51470.6625164,866.40992,0.3955648,1.5295608,5.6257108,16.7229143,0.5443373,188.5619306,30.1899024,0.2825946,43.9673333333333,54.015,8893.3126,871.4844,-375.994596,-47.2394408,2.955088,0,-35.1356682,-225.941135,1033.9915168,10.2515298,5.753,49.4774182,7.8122334
0,0,0,0,0,272208720,837463240,699387080,3183362000,0,0,0,302961.94052,757.34656,212834.7482,495237.9,57638.59266,1280.04868,282313.336086,689.30064,108566.56894,213062.4,56747.541137,815.120346,0.3955648,1.5295608,5.6257108,16.7229143,0.5443373,188.5619306,30.1899024,0.3187022,43.9673333333333,54.015,8893.3126,876.9594,-375.994596,-381.8011378,2.955088,0,-35.1356682,-227.7440364,1033.9915168,11.4322672,5.7606,49.4774182,7.5000899
0,0,0,0,0,272208720,837463240,699387080,3183362000,0,0,0,302961.94052,757.34656,212834.7482,495237.9,57638.59266,1280.04868,282313.336086,689.30064,108566.56894,213062.4,56747.541137,815.120346,0.3955648,1.5295608,5.6257108,16.7229143,0.5443373,188.5619306,30.1899024,0.3187022,43.9673333333333,54.015,8893.3126,876.9594,-375.994596,-381.8011378,2.955088,0,-35.1356682,-227.7440364,1033.9915168,11.4322672,5.7606,49.4774182,7.5000899
0,0,0,0,0,272208720,837463240,699387080,3183362000,0,0,0,302961.94052,757.34656,212834.7482,495237.9,57638.59266,1280.04868,282313.336086,689.30064,108566.56894,213062.4,56747.541137,815.120346,0.3955648,1.5295608,5.6257108,16.7229143,0.5443373,188.5619306,30.1899024,0.3187022,43.9243333333333,53.9995,8893.3126,876.9594,-375.994596,-381.8011378,2.955088,0,-35.1356682,-227.7440364,1033.9915168,11.4322672,5.7606,49.4774182,7.5000899
0,0,0,0,0,272208720,837463240,699387080,3183362000,0,0,0,302961.94052,757.34656,212834.7482,495237.9,57638.59266,1280.04868,282313.336086,689.30064,108566.56894,213062.4,56747.541137,815.120346,0.3955648,1.5295608,5.6257108,16.7229143,0.5443373,188.5619306,30.1899024,0.3187022,43.9243333333333,53.9995,8893.3126,876.9594,-375.994596,-381.8011378,2.955088,0,-35.1356682,-227.7440364,1033.9915168,11.4322672,5.7606,49.4774182,7.5000899
0,0,0,0,0,272207900,837580380,786023200,3183362000,0,0,0,539924.146376,533.6,580386.32938,495237.9,57638.59266,1280.04868,376936.28572,484.8,295145.97422,213062.4,56747.541137,815.120346,0.395768,1.5295608,4.8414112,25.5976862,0.5672309,37.1414588,30.1899024,0.3187022,43.9243333333333,53.9995,8942.3882,876.9594,-2914.30554,-381.8011378,3.9995784,0,-35.3871866,-227.7440364,1046.7181824,11.4322672,5.7606,38.1942271,7.5000899
0,0,0,0,0,272207900,837580380,786023200,3183362000,0,0,0,539924.146376,533.6,580386.32938,495237.9,46134.40596,1440.60016,376936.28572,484.8,295145.97422,213062.4,51067.5770372,834.000006,0.395768,1.5295608,4.8414112,25.5976862,0.5672309,37.1414588,30.1899024,0.2784772,43.9243333333333,53.9995,8942.3882,887.94688,-2914.30554,-30.886142,3.9995784,0,-35.3871866,-227.5971446,1046.7181824,11.123544,5.772,38.1942271,7.2268399
0,0,0,0,0,272207900,837580380,786023200,3183362000,0,0,0,539924.146376,533.6,580386.32938,495237.9,46134.40596,1440.60016,376936.28572,484.8,295145.97422,213062.4,51067.5770372,834.000006,0.395768,1.5295608,4.8414112,25.5976862,0.5672309,37.1414588,30.1899024,0.2784772,43.9243333333333,53.9995,8942.3882,887.94688,-2914.30554,-30.886142,3.9995784,0,-35.3871866,-227.5971446,1046.7181824,11.123544,5.772,38.1942271,7.2268399
0,0,0,0,0,272207900,837580380,786023200,3183362000,0,0,0,539924.146376,533.6,580386.32938,495237.9,46134.40596,1440.60016,376936.28572,484.8,295145.97422,213062.4,51067.5770372,834.000006,0.395768,1.5295608,4.8414112,25.5976862,0.5672309,37.1414588,30.1899024,0.2784772,43.9243333333333,53.9995,8942.3882,887.94688,-2914.30554,-30.886142,3.9995784,0,-35.3871866,-227.5971446,1046.7181824,11.123544,5.772,38.1942271,7.2268399
0,0,0,0,0,272207900,837580380,786023200,3183362000,0,0,0,539924.146376,533.6,580386.32938,495237.9,46134.40596,1440.60016,376936.28572,484.8,295145.97422,213062.4,51067.5770372,834.000006,0.395768,1.5295608,4.8414112,25.5976862,0.5672309,37.1414588,30.1899024,0.2784772,43.9243333333333,53.9995,8942.3882,887.94688,-2914.30554,-30.886142,3.9995784,0,-35.3871866,-227.5971446,1046.7181824,11.123544,5.772,38.1942271,7.2268399
0,0,0,0,0,272213640,837757340,786466380,3183362000,0,0,0,526571.98296,646.00586,659156.63982,495237.9,46134.40596,1440.60016,353375.02314,586.90698,335175.42472,213062.4,51067.5770372,834.000006,0.5176316,1.5295608,4.7354663,24.131027,0.5583014,34.8456808,30.1899024,0.2784772,43.9243333333333,53.9995,8943.0118,887.94688,-1520.12558,-30.886142,4.0001958,0,-34.6513628,-227.5971446,1049.3932018,11.123544,5.772,37.940475,7.2268399
0,0,0,0,0,272213640,837757340,786466380,3183362000,0,0,0,526571.98296,646.00586,659156.63982,495237.9,29764.6065,1756.14328,353375.02314,586.90698,335175.42472,213062.4,23428.977039,1102.437318,0.5176316,1.5295608,4.7354663,24.131027,0.5583014,34.8456808,30.1899024,0.3149798,43.9243333333333,53.9995,8943.0118,888.5875,-1520.12558,-215.2,4.0001958,0,-34.6513628,-225.9573686,1049.3932018,9.7568974,5.772,37.940475,6.5660717
0,0,0,0,0,272213640,837757340,786466380,3183362000,0,0,0,526571.98296,646.00586,659156.63982,495237.9,29764.6065,1756.14328,353375.02314,586.90698,335175.42472,213062.4,23428.977039,1102.437318,0.5176316,1.5295608,4.7354663,24.131027,0.5583014,34.8456808,30.1899024,0.3149798,43.9243333333333,53.9995,8943.0118,888.5875,-1520.12558,-215.2,4.0001958,0,-34.6513628,-225.9573686,1049.3932018,9.7568974,5.772,37.940475,6.5660717
0,0,0,0,0,272213640,837757340,786466380,3183362000,0,0,0,526571.98296,646.00586,659156.63982,495237.9,29764.6065,1756.14328,353375.02314,586.90698,335175.42472,213062.4,23428.977039,1102.437318,0.5176316,1.5295608,4.7354663,24.131027,0.5583014,34.8456808,30.1899024,0.3149798,43.9673333333333,53.7245,8943.0118,888.5875,-1520.12558,-215.2,4.0001958,0,-34.6513628,-225.9573686,1049.3932018,9.7568974,5.772,37.940475,6.5660717
0,0,0,0,0,272213640,837757340,786466380,3183362000,0,0,0,526571.98296,646.00586,659156.63982,495237.9,29764.6065,1756.14328,353375.02314,586.90698,335175.42472,213062.4,23428.977039,1102.437318,0.5176316,1.5295608,4.7354663,24.131027,0.5583014,34.8456808,30.1899024,0.3149798,43.9673333333333,53.7245,8943.0118,888.5875,-1520.12558,-215.2,4.0001958,0,-34.6513628,-225.9573686,1049.3932018,9.7568974,5.772,37.940475,6.5660717
0,0,0,0,0,272216100,837926080,785916740,3183362000,0,0,0,648606.54723,624.02006,536105.69732,495237.9,29764.6065,1756.14328,419058.944872,568.16738,272538.9042,213062.4,23428.977039,1102.437318,0.4008891,1.5295608,4.634376,27.4888302,0.6275768,38.642073,30.1899024,0.3149798,43.9673333333333,53.7245,8944.304,888.5875,-782.2411,-215.2,3.9995582,0,-36.1203218,-225.9573686,1054.054012,9.7568974,5.772,36.0591415,6.5660717
0,0,0,0,0,272216100,837926080,785916740,3183362000,0,0,0,648606.54723,624.02006,536105.69732,495237.9,80583.1933,1369.14124,419058.944872,568.16738,272538.9042,213062.4,79560.046396,818.99575,0.4008891,1.5295608,4.634376,27.4888302,0.6275768,38.642073,30.1899024,0.2911273,43.9673333333333,53.7245,8944.304,889.9,-782.2411,-11.2,3.9995582,0,-36.1203218,-227.817407,1054.054012,11.7893848,5.772,36.0591415,6.9250352
0,0,0,0,0,272216100,837926080,785916740,3183362000,0,0,0,648606.54723,624.02006,536105.69732,495237.9,80583.1933,1369.14124,419058.944872,568.16738,272538.9042,213062.4,79560.046396,818.99575,0.4008891,1.5295608,4.634376,27.4888302,0.6275768,38.642073,30.1899024,0.2911273,43.9673333333333,53.7245,8944.304,889.9,-782.2411,-11.2,3.9995582,0,-36.1203218,-227.817407,1054.054012,11.7893848,5.772,36.0591415,6.9250352
0,0,0,0,0,272216100,837926080,785916740,3183362000,0,0,0,648606.54723,624.02006,536105.69732,495237.9,80583.1933,1369.14124,419058.944872,568.16738,272538.9042,213062.4,79560.046396,818.99575,0.4008891,1.5295608,4.634376,27.4888302,0.6275768,38.642073,30.1899024,0.2911273,43.9673333333333,53.7245,8944.304,889.9,-782.2411,-11.2,3.9995582,0,-36.1203218,-227.817407,1054.054012,11.7893848,5.772,36.0591415,6.9250352
0,0,0,0,0,272216100,837926080,785916740,3183362000,0,0,0,648606.54723,624.02006,536105.69732,495237.9,80583.1933,1369.14124,419058.944872,568.16738,272538.9042,213062.4,79560.046396,818.99575,0.4008891,1.5295608,4.634376,27.4888302,0.6275768,38.642073,30.1899024,0.2911273,43.9673333333333,53.7245,8944.304,889.9,-782.2411,-11.2,3.9995582,0,-36.1203218,-227.817407,1054.054012,11.7893848,5.772,36.0591415,6.9250352
0,0,0,0,0,272218560,838141560,784315200,3183362000,0,0,0,713815.799928,619.17408,720609.30268,495237.9,80583.1933,1369.14124,515277.6925424,563.32564,366347.7158,213062.4,79560.046396,818.99575,0.4233931,1.5295608,5.4105987,24.0259094,0.5308125,53.3869698,30.1899024,0.2911273,43.9673333333333,53.7245,8838.4788,889.9,-816.4543,-11.2,40.2455788,0,-37.2162846,-227.817407,1052.3141322,11.7893848,5.772,37.3178223,6.9250352
0,0,0,0,0,272218560,838141560,784315200,3183362000,0,0,0,713815.799928,619.17408,720609.30268,495237.9,46767.598439,1508.04478,515277.6925424,563.32564,366347.7158,213062.4,46045.0657068,945.769324,0.4233931,1.5295608,5.4105987,24.0259094,0.5308125,53.3869698,30.1899024,0.3164529,43.9673333333333,53.7245,8838.4788,887.50936,-816.4543,-238.4000004,40.2455788,0,-37.2162846,-227.4901564,1052.3141322,11.6640126,5.5972,37.3178223,6.6116939
0,0,0,0,0,272218560,838141560,784315200,3183362000,0,0,0,713815.799928,619.17408,720609.30268,495237.9,46767.598439,1508.04478,515277.6925424,563.32564,366347.7158,213062.4,46045.0657068,945.769324,0.4233931,1.5295608,5.4105987,24.0259094,0.5308125,53.3869698,30.1899024,0.3164529,43.9673333333333,53.7245,8838.4788,887.50936,-816.4543,-238.4000004,40.2455788,0,-37.2162846,-227.4901564,1052.3141322,11.6640126,5.5972,37.3178223,6.6116939
0,0,0,0,0,272218560,838141560,784315200,3183362000,0,0,0,713815.799928,619.17408,720609.30268,495237.9,46767.598439,1508.04478,515277.6925424,563.32564,366347.7158,213062.4,46045.0657068,945.769324,0.4233931,1.5295608,5.4105987,24.0259094,0.5308125,53.3869698,30.1899024,0.3164529,43.9893333333333,53.4495,8838.4788,887.50936,-816.4543,-238.4000004,40.2455788,0,-37.2162846,-227.4901564,1052.3141322,11.6640126,5.5972,37.3178223,6.6116939
0,0,0,0,0,272218560,838141560,784315200,3183362000,0,0,0,713815.799928,619.17408,720609.30268,495237.9,46767.598439,1508.04478,515277.6925424,563.32564,366347.7158,213062.4,46045.0657068,945.769324,0.4233931,1.5295608,5.4105987,24.0259094,0.5308125,53.3869698,30.1899024,0.3164529,43.9893333333333,53.4495,8838.4788,887.50936,-816.4543,-238.4000004,40.2455788,0,-37.2162846,-227.4901564,1052.3141322,11.6640126,5.5972,37.3178223,6.6116939
0,0,0,0,0,272216100,838342260,244663100,3183362000,0,0,0,2359685.262404,512.576,1843902.59968,495237.9,46767.598439,1508.04478,221322.9965804,465.67984,38395.00044,213062.4,46045.0657068,945.769324,0.4410206,1.5295608,5.2994325,0.8754055,7.1726196,120.7681262,30.1899024,0.3164529,43.9893333333333,53.4495,8423.7602,887.50936,-234.190134,-238.4000004,0,0,-24265.877744,-227.4901564,1137.5807858,11.6640126,5.5972,38.1553063,6.6116939
0,0,0,0,0,272216100,838342260,244663100,3183362000,0,0,0,2359685.262404,512.576,1843902.59968,495237.9,52279.68332,1225.67074,221322.9965804,465.67984,38395.00044,213062.4,51386.03129,693.99756,0.4410206,1.5295608,5.2994325,0.8754055,7.1726196,120.7681262,30.1899024,0.2839196,43.9893333333333,53.4495,8423.7602,887.59062,-234.190134,-33.9291744,0,0,-24265.877744,-225.6401258,1137.5807858,10.2777028,5.335,38.1553063,6.9223701
0,0,0,0,0,272216100,838342260,244663100,3183362000,0,0,0,2359685.262404,512.576,1843902.59968,495237.9,52279.68332,1225.67074,221322.9965804,465.67984,38395.00044,213062.4,51386.03129,693.99756,0.4410206,1.5295608,5.2994325,0.8754055,7.1726196,120.7681262,30.1899024,0.2839196,43.9893333333333,53.4495,8423.7602,887.59062,-234.190134,-33.9291744,0,0,-24265.877744,-225.6401258,1137.5807858,10.2777028,5.335,38.1553063,6.9223701
0,0,0,0,0,272216100,838342260,244663100,3183362000,0,0,0,2359685.262404,512.576,1843902.59968,495237.9,52279.68332,1225.67074,221322.9965804,465.67984,38395.00044,213062.4,51386.03129,693.99756,0.4410206,1.5295608,5.2994325,0.8754055,7.1726196,120.7681262,30.1899024,0.2839196,43.9893333333333,53.4495,8423.7602,887.59062,-234.190134,-33.9291744,0,0,-24265.877744,-225.6401258,1137.5807858,10.2777028,5.335,38.1553063,6.9223701
