orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_monitoring-stack-smart-plug-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_memory_ubuntu,orin_memory_[none],orin_memory_[none],orin_memory_powerstorm_marketing-campaign_0_client,orin_memory_powerstorm_marketing-campaign_0_client,raspberrypi4_memory_ubuntu,raspberrypi4_memory_monitoring-stack_smart-plug_1,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_sent_powerstorm_marketing-campaign_0_client,raspberrypi4_network_sent_6g-sandbox-engine-worker-1,raspberrypi4_network_sent_monitoring-stack_smart-plug_1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_network_received_powerstorm_marketing-campaign_0_client,raspberrypi4_network_received_6g-sandbox-engine-worker-1,raspberrypi4_network_received_monitoring-stack_smart-plug_1,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-kafka-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,orin_cpu_powerstorm_marketing-campaign_0_client,raspberrypi4_cpu_6g-sandbox-engine-worker-1,raspberrypi4_cpu_monitoring-stack_smart-plug_1,orin_temp,raspberrypi4_temp,orin_memory,raspberrypi4_memory,orin_disk_writes,raspberrypi4_disk_writes,orin_disk_reads,raspberrypi4_disk_reads,orin_network_sent,raspberrypi4_network_sent,orin_network_received,raspberrypi4_network_received,orin_power,raspberrypi4_power,orin_cpu,raspberrypi4_cpu
0,0,0,,0,100870556,2459298200,32837630,4783057200,107409410,0,0,257680.1387,1327.97358,1433.23386,0,7797912.4,866.1918,1848.81186,457605.27862,979.40826,806.10184,213,551989.88,651.20946,1105.454766,0.4911307,1.4435501,5.904916,0.9020602,7.9720882,0.5680506,8.765991,268.511332,0.6335527,0.3083937,40.561,53.74,3237.7592,1104.96874,-624.799954,-3.460126,0,0,-372.174794,-211.3195148,1416.93434,9.198391,9.494,5.8898,25.9270742,6.5594298
0,0,0,0,0,94824856,2459431800,32840906,4783057200,176085414,0,0,291874.14696,945.47548,1686.72884,36210.5485,7797912.4,866.1918,1848.81186,3902878.7558,1106.18866,1010.20782,3351764.25692,551989.88,651.20946,1105.454766,0.9702433,1.5591817,6.1397128,0.9456569,2.2569958,0.7818124,67.6692202,268.511332,0.6335527,0.3083937,40.561,53.74,3355.0656,1104.96874,-3360.228836,-3.460126,0,0,-678.63719,-211.3195148,28765.99116,9.198391,10.9364,5.8898,27.3736847,6.5594298
0,0,0,0,0,94824856,2459431800,32840906,4783057200,176085414,0,0,291874.14696,945.47548,1686.72884,36210.5485,7797912.4,533.772168,1428.0917,3902878.7558,1106.18866,1010.20782,3351764.25692,551989.88,386.997132,777.049626,0.9702433,1.5591817,6.1397128,0.9456569,2.2569958,0.7818124,67.6692202,268.511332,0.4746396,0.269501,40.561,53.74,3355.0656,1105.45,-3360.228836,-12.8,0,0,-678.63719,-207.4896492,28765.99116,6.3824289,10.9364,5.753,27.3736847,6.672964
0,0,0,0,0,94824856,2459431800,32840906,4783057200,176085414,0,0,291874.14696,945.47548,1686.72884,36210.5485,7797912.4,533.772168,1428.0917,3902878.7558,1106.18866,1010.20782,3351764.25692,551989.88,386.997132,777.049626,0.9702433,1.5591817,6.1397128,0.9456569,2.2569958,0.7818124,67.6692202,268.511332,0.4746396,0.269501,40.561,53.74,3355.0656,1105.45,-3360.228836,-12.8,0,0,-678.63719,-207.4896492,28765.99116,6.3824289,10.9364,5.753,27.3736847,6.672964
0,0,0,0,0,94824856,2459431800,32840906,4783057200,176085414,0,0,291874.14696,945.47548,1686.72884,36210.5485,7797912.4,533.772168,1428.0917,3902878.7558,1106.18866,1010.20782,3351764.25692,551989.88,386.997132,777.049626,0.9702433,1.5591817,6.1397128,0.9456569,2.2569958,0.7818124,67.6692202,268.511332,0.4746396,0.269501,40.561,53.74,3355.0656,1105.45,-3360.228836,-12.8,0,0,-678.63719,-207.4896492,28765.99116,6.3824289,10.9364,5.753,27.3736847,6.672964
0,0,0,0,0,94824856,2459431800,32840906,4783057200,176085414,0,0,291874.14696,945.47548,1686.72884,36210.5485,7797912.4,533.772168,1428.0917,3902878.7558,1106.18866,1010.20782,3351764.25692,551989.88,386.997132,777.049626,0.9702433,1.5591817,6.1397128,0.9456569,2.2569958,0.7818124,67.6692202,268.511332,0.4746396,0.269501,40.561,53.74,3355.0656,1105.45,-3360.228836,-12.8,0,0,-678.63719,-207.4896492,28765.99116,6.3824289,10.9364,5.753,27.3736847,6.672964
0,0,0,0,0,94901860,2459693400,32837630,4783057200,282079260,0,0,325884.13822,3475.71562,1285.12898,5696.2734,7797912.4,533.772168,1428.0917,628620.98726,2646.68792,704.65984,34050.53942,551989.88,386.997132,777.049626,0.9927079,2.0469777,8.6129882,1.1253052,1.6757497,0.8405026,37.3456128,268.511332,0.4746396,0.269501,40.561,53.74,3425.0546,1105.45,-846.030054,-12.8,0,0,-434.196846,-207.4896492,1706.4841,6.3824289,11.297,5.753,24.3541327,6.672964
0,0,0,0,0,94901860,2459693400,32837630,4783057200,282079260,0,0,325884.13822,3475.71562,1285.12898,5696.2734,7797912.4,854.134352,1521.44798,628620.98726,2646.68792,704.65984,34050.53942,551989.88,634.48375,962.21527,0.9927079,2.0469777,8.6129882,1.1253052,1.6757497,0.8405026,37.3456128,268.511332,0.3839504,0.3169851,40.561,53.74,3425.0546,1105.90002,-846.030054,-6.4856668,0,0,-434.196846,-209.1455526,1706.4841,8.0735742,11.297,5.9126,24.3541327,6.6107352
0,0,0,0,0,94901860,2459693400,32837630,4783057200,282079260,0,0,325884.13822,3475.71562,1285.12898,5696.2734,7797912.4,854.134352,1521.44798,628620.98726,2646.68792,704.65984,34050.53942,551989.88,634.48375,962.21527,0.9927079,2.0469777,8.6129882,1.1253052,1.6757497,0.8405026,37.3456128,268.511332,0.3839504,0.3169851,40.561,53.74,3425.0546,1105.90002,-846.030054,-6.4856668,0,0,-434.196846,-209.1455526,1706.4841,8.0735742,11.297,5.9126,24.3541327,6.6107352
0,0,0,0,0,94901860,2459693400,32837630,4783057200,282079260,0,0,325884.13822,3475.71562,1285.12898,5696.2734,7797912.4,854.134352,1521.44798,628620.98726,2646.68792,704.65984,34050.53942,551989.88,634.48375,962.21527,0.9927079,2.0469777,8.6129882,1.1253052,1.6757497,0.8405026,37.3456128,268.511332,0.3839504,0.3169851,40.561,53.74,3425.0546,1105.90002,-846.030054,-6.4856668,0,0,-434.196846,-209.1455526,1706.4841,8.0735742,11.297,5.9126,24.3541327,6.6107352
0,0,0,0,0,94901860,2459693400,32837630,4783057200,282079260,0,0,325884.13822,3475.71562,1285.12898,5696.2734,7797912.4,854.134352,1521.44798,628620.98726,2646.68792,704.65984,34050.53942,551989.88,634.48375,962.21527,0.9927079,2.0469777,8.6129882,1.1253052,1.6757497,0.8405026,37.3456128,268.511332,0.3839504,0.3169851,40.561,53.74,3425.0546,1105.90002,-846.030054,-6.4856668,0,0,-434.196846,-209.1455526,1706.4841,8.0735742,11.297,5.9126,24.3541327,6.6107352
0,0,0,0,0,94902680,2459826400,32899074,4783057200,288990000,0,0,223345.5314842,772.50034,1690.2941,16169.9777,7797912.4,854.134352,1521.44798,1014702.227086,1080.79172,1050.63136,655692.2937,551989.88,634.48375,962.21527,0.8394182,5.1218304,7.9643773,1.188632,2.6320168,1.1442994,57.584518,268.511332,0.3839504,0.3169851,40.561,53.74,3434.9682,1105.90002,-266.3701,-6.4856668,0,0,-699.834834,-209.1455526,19721.33034,8.0735742,9.3986,5.9126,28.7324028,6.6107352
0,0,0,0,0,94902680,2459826400,32899074,4783057200,288990000,0,0,223345.5314842,772.50034,1690.2941,16169.9777,7797912.4,580.065646,1184.35262,1014702.227086,1080.79172,1050.63136,655692.2937,551989.88,401.716216,627.67779,0.8394182,5.1218304,7.9643773,1.188632,2.6320168,1.1442994,57.584518,268.511332,0.3413989,0.2919217,40.561,53.74,3434.9682,1108.56252,-266.3701,-146.314334,0,0,-699.834834,-207.1046054,19721.33034,6.4102566,9.3986,6.152,28.7324028,7.3108245
0,0,0,0,0,94902680,2459826400,32899074,4783057200,288990000,0,0,223345.5314842,772.50034,1690.2941,16169.9777,7797912.4,580.065646,1184.35262,1014702.227086,1080.79172,1050.63136,655692.2937,551989.88,401.716216,627.67779,0.8394182,5.1218304,7.9643773,1.188632,2.6320168,1.1442994,57.584518,268.511332,0.3413989,0.2919217,40.561,53.74,3434.9682,1108.56252,-266.3701,-146.314334,0,0,-699.834834,-207.1046054,19721.33034,6.4102566,9.3986,6.152,28.7324028,7.3108245
0,0,0,0,0,94902680,2459826400,32899074,4783057200,288990000,0,0,223345.5314842,772.50034,1690.2941,16169.9777,7797912.4,580.065646,1184.35262,1014702.227086,1080.79172,1050.63136,655692.2937,551989.88,401.716216,627.67779,0.8394182,5.1218304,7.9643773,1.188632,2.6320168,1.1442994,57.584518,268.511332,0.3413989,0.2919217,40.561,53.74,3434.9682,1108.56252,-266.3701,-146.314334,0,0,-699.834834,-207.1046054,19721.33034,6.4102566,9.3986,6.152,28.7324028,7.3108245
0,0,0,0,0,94902680,2459826400,32899074,4783057200,288990000,0,0,223345.5314842,772.50034,1690.2941,16169.9777,7797912.4,580.065646,1184.35262,1014702.227086,1080.79172,1050.63136,655692.2937,551989.88,401.716216,627.67779,0.8394182,5.1218304,7.9643773,1.188632,2.6320168,1.1442994,57.584518,268.511332,0.3413989,0.2919217,40.561,53.74,3434.9682,1108.56252,-266.3701,-146.314334,0,0,-699.834834,-207.1046054,19721.33034,6.4102566,9.3986,6.152,28.7324028,7.3108245
0,0,0,0,0,94912512,2460050400,32898250,4783057200,393840220,0,0,397387.240936,3435.798,1254.82502,53198.53138,7797912.4,580.065646,1184.35262,3679267.958238,2205.79656,653.28284,3025509.33264,551989.88,401.716216,627.67779,0.5573523,1.5831567,6.9388364,0.9715437,1.3279744,0.75743,122.9020166,268.511332,0.3413989,0.2919217,40.561,53.74,3553.2992,1108.56252,-109.771034,-146.314334,0,0,-618.13466,-207.1046054,12885.82538,6.4102566,8.924,6.152,33.8596656,7.3108245
0,0,0,0,0,94912512,2460050400,32898250,4783057200,393840220,0,0,397387.240936,3435.798,1254.82502,53198.53138,7797912.4,792.73748,1426.79166,3679267.958238,2205.79656,653.28284,3025509.33264,551989.88,609.648856,807.38458,0.5573523,1.5831567,6.9388364,0.9715437,1.3279744,0.75743,122.9020166,268.511332,0.435777,0.337708,40.561,53.74,3553.2992,1106.0375,-109.771034,-29.6,0,0,-618.13466,-209.4620038,12885.82538,8.4189058,8.924,6.2052,33.8596656,6.7666156
0,0,0,0,0,94912512,2460050400,32898250,4783057200,393840220,0,0,397387.240936,3435.798,1254.82502,53198.53138,7797912.4,792.73748,1426.79166,3679267.958238,2205.79656,653.28284,3025509.33264,551989.88,609.648856,807.38458,0.5573523,1.5831567,6.9388364,0.9715437,1.3279744,0.75743,122.9020166,268.511332,0.435777,0.337708,40.561,53.74,3553.2992,1106.0375,-109.771034,-29.6,0,0,-618.13466,-209.4620038,12885.82538,8.4189058,8.924,6.2052,33.8596656,6.7666156
0,0,0,0,0,94912512,2460050400,32898250,4783057200,393840220,0,0,397387.240936,3435.798,1254.82502,53198.53138,7797912.4,792.73748,1426.79166,3679267.958238,2205.79656,653.28284,3025509.33264,551989.88,609.648856,807.38458,0.5573523,1.5831567,6.9388364,0.9715437,1.3279744,0.75743,122.9020166,268.511332,0.435777,0.337708,40.561,53.74,3553.2992,1106.0375,-109.771034,-29.6,0,0,-618.13466,-209.4620038,12885.82538,8.4189058,8.924,6.2052,33.8596656,6.7666156
0,0,0,0,0,94912512,2460050400,32898250,4783057200,393840220,0,0,397387.240936,3435.798,1254.82502,53198.53138,7797912.4,792.73748,1426.79166,3679267.958238,2205.79656,653.28284,3025509.33264,551989.88,609.648856,807.38458,0.5573523,1.5831567,6.9388364,0.9715437,1.3279744,0.75743,122.9020166,268.511332,0.435777,0.337708,40.561,53.74,3553.2992,1106.0375,-109.771034,-29.6,0,0,-618.13466,-209.4620038,12885.82538,8.4189058,8.924,6.2052,33.8596656,6.7666156
0,0,0,0,0,94919066,2460182200,32854834,4783057200,700892760,0,0,572150.77792,880.9957,1547.893,187932.76052,7797912.4,792.73748,1426.79166,633064.11796,1254.73678,879.55384,109188.69464,551989.88,609.648856,807.38458,0.6521566,1.7614589,6.5586725,16.7944998,1.0212934,0.6537406,191.8430406,268.511332,0.435777,0.337708,40.561,53.74,3848.6412,1106.0375,-370.45328,-29.6,2.9148294,0,-398.204874,-209.4620038,1537.92974,8.4189058,11.7038,6.2052,44.4162631,6.7666156
0,0,0,0,0,94919066,2460182200,32854834,4783057200,700892760,0,0,572150.77792,880.9957,1547.893,187932.76052,7797912.4,557.46252,1523.93378,633064.11796,1254.73678,879.55384,109188.69464,551989.88,405.351158,932.115612,0.6521566,1.7614589,6.5586725,16.7944998,1.0212934,0.6537406,191.8430406,268.511332,0.3239353,0.2997585,40.561,53.74,3848.6412,1107.47186,-370.45328,-12.8,2.9148294,0,-398.204874,-207.7745498,1537.92974,6.418394,11.7038,6.285,44.4162631,6.3345848
0,0,0,0,0,94919066,2460182200,32854834,4783057200,700892760,0,0,572150.77792,880.9957,1547.893,187932.76052,7797912.4,557.46252,1523.93378,633064.11796,1254.73678,879.55384,109188.69464,551989.88,405.351158,932.115612,0.6521566,1.7614589,6.5586725,16.7944998,1.0212934,0.6537406,191.8430406,268.511332,0.3239353,0.2997585,40.561,53.74,3848.6412,1107.47186,-370.45328,-12.8,2.9148294,0,-398.204874,-207.7745498,1537.92974,6.418394,11.7038,6.285,44.4162631,6.3345848
0,0,0,0,0,94919066,2460182200,32854834,4783057200,700892760,0,0,572150.77792,880.9957,1547.893,187932.76052,7797912.4,557.46252,1523.93378,633064.11796,1254.73678,879.55384,109188.69464,551989.88,405.351158,932.115612,0.6521566,1.7614589,6.5586725,16.7944998,1.0212934,0.6537406,191.8430406,268.511332,0.3239353,0.2997585,40.561,53.74,3848.6412,1107.47186,-370.45328,-12.8,2.9148294,0,-398.204874,-207.7745498,1537.92974,6.418394,11.7038,6.285,44.4162631,6.3345848
0,0,0,0,0,94919066,2460182200,32854834,4783057200,700892760,0,0,572150.77792,880.9957,1547.893,187932.76052,7797912.4,557.46252,1523.93378,633064.11796,1254.73678,879.55384,109188.69464,551989.88,405.351158,932.115612,0.6521566,1.7614589,6.5586725,16.7944998,1.0212934,0.6537406,191.8430406,268.511332,0.3239353,0.2997585,40.561,53.74,3848.6412,1107.47186,-370.45328,-12.8,2.9148294,0,-398.204874,-207.7745498,1537.92974,6.418394,11.7038,6.285,44.4162631,6.3345848
0,0,0,0,0,94923164,2460398600,32845820,4783057200,788607800,0,0,765947.24022,3315.79028,1448.7069,582115.70812,7797912.4,557.46252,1523.93378,648787.8668,2093.98716,867.84616,295951.572,551989.88,405.351158,932.115612,0.5885006,1.3976075,7.591681,26.166312,2.580675,0.6594669,37.3955924,268.511332,0.3239353,0.2997585,40.561,53.74,3883.7342,1107.47186,-577.33016,-12.8,3.9996032,0,-391.328014,-207.7745498,1446.5111,6.418394,13.557,6.285,33.687208,6.3345848
0,0,0,0,0,94923164,2460398600,32845820,4783057200,788607800,0,0,765947.24022,3315.79028,1448.7069,582115.70812,7797912.4,925.01386,1821.52216,648787.8668,2093.98716,867.84616,295951.572,551989.88,687.53914,1092.421974,0.5885006,1.3976075,7.591681,26.166312,2.580675,0.6594669,37.3955924,268.511332,0.5201617,0.3535562,40.561,54.015,3883.7342,1106.47498,-577.33016,-29.6,3.9996032,0,-391.328014,-210.0554218,1446.5111,8.3178188,13.557,6.0874,33.687208,7.0627972
0,0,0,0,0,94923164,2460398600,32845820,4783057200,788607800,0,0,765947.24022,3315.79028,1448.7069,582115.70812,7797912.4,925.01386,1821.52216,648787.8668,2093.98716,867.84616,295951.572,551989.88,687.53914,1092.421974,0.5885006,1.3976075,7.591681,26.166312,2.580675,0.6594669,37.3955924,268.511332,0.5201617,0.3535562,40.561,54.015,3883.7342,1106.47498,-577.33016,-29.6,3.9996032,0,-391.328014,-210.0554218,1446.5111,8.3178188,13.557,6.0874,33.687208,7.0627972
0,0,0,0,0,94923164,2460398600,32845820,4783057200,788607800,0,0,765947.24022,3315.79028,1448.7069,582115.70812,7797912.4,925.01386,1821.52216,648787.8668,2093.98716,867.84616,295951.572,551989.88,687.53914,1092.421974,0.5885006,1.3976075,7.591681,26.166312,2.580675,0.6594669,37.3955924,268.511332,0.5201617,0.3535562,40.561,54.015,3883.7342,1106.47498,-577.33016,-29.6,3.9996032,0,-391.328014,-210.0554218,1446.5111,8.3178188,13.557,6.0874,33.687208,7.0627972
0,0,0,0,0,94923164,2460398600,32845820,4783057200,788607800,0,0,765947.24022,3315.79028,1448.7069,582115.70812,7797912.4,925.01386,1821.52216,648787.8668,2093.98716,867.84616,295951.572,551989.88,687.53914,1092.421974,0.5885006,1.3976075,7.591681,26.166312,2.580675,0.6594669,37.3955924,268.511332,0.5201617,0.3535562,40.561,54.015,3883.7342,1106.47498,-577.33016,-29.6,3.9996032,0,-391.328014,-210.0554218,1446.5111,8.3178188,13.557,6.0874,33.687208,7.0627972
0,0,0,0,0,95025560,2460590800,32847460,4783057200,788616820,0,0,640007.74924,810.8,1707.3002,511144.17712,7797912.4,925.01386,1821.52216,541763.51304,1191,1020.75968,259986.86582,551989.88,687.53914,1092.421974,0.5777139,1.5640726,7.3291139,27.0896308,1.7040728,1.037983,36.5369438,268.511332,0.5201617,0.3535562,40.561,54.015,3888.771,1106.47498,-3987.6424,-29.6,4.0003806,0,-381.511982,-210.0554218,1361.7965,8.3178188,11.3238,6.0874,33.9460448,7.0627972
0,0,0,0,0,95025560,2460590800,32847460,4783057200,788616820,0,0,640007.74924,810.8,1707.3002,511144.17712,7797912.4,564.38605,1202.04864,541763.51304,1191,1020.75968,259986.86582,551989.88,404.06086,654.5341,0.5777139,1.5640726,7.3291139,27.0896308,1.7040728,1.037983,36.5369438,268.511332,0.3155116,0.2832147,40.561,54.015,3888.771,1107.79378,-3987.6424,-11.2,4.0003806,0,-381.511982,-207.5956288,1361.7965,6.7413736,11.3238,5.791,33.9460448,6.3158536
0,0,0,0,0,95025560,2460590800,32847460,4783057200,788616820,0,0,640007.74924,810.8,1707.3002,511144.17712,7797912.4,564.38605,1202.04864,541763.51304,1191,1020.75968,259986.86582,551989.88,404.06086,654.5341,0.5777139,1.5640726,7.3291139,27.0896308,1.7040728,1.037983,36.5369438,268.511332,0.3155116,0.2832147,40.561,54.015,3888.771,1107.79378,-3987.6424,-11.2,4.0003806,0,-381.511982,-207.5956288,1361.7965,6.7413736,11.3238,5.791,33.9460448,6.3158536
0,0,0,0,0,95025560,2460590800,32847460,4783057200,788616820,0,0,640007.74924,810.8,1707.3002,511144.17712,7797912.4,564.38605,1202.04864,541763.51304,1191,1020.75968,259986.86582,551989.88,404.06086,654.5341,0.5777139,1.5640726,7.3291139,27.0896308,1.7040728,1.037983,36.5369438,268.511332,0.3155116,0.2832147,40.561,54.015,3888.771,1107.79378,-3987.6424,-11.2,4.0003806,0,-381.511982,-207.5956288,1361.7965,6.7413736,11.3238,5.791,33.9460448,6.3158536
0,0,0,0,0,95025560,2460590800,32847460,4783057200,788616820,0,0,640007.74924,810.8,1707.3002,511144.17712,7797912.4,564.38605,1202.04864,541763.51304,1191,1020.75968,259986.86582,551989.88,404.06086,654.5341,0.5777139,1.5640726,7.3291139,27.0896308,1.7040728,1.037983,36.5369438,268.511332,0.3155116,0.2832147,40.561,54.015,3888.771,1107.79378,-3987.6424,-11.2,4.0003806,0,-381.511982,-207.5956288,1361.7965,6.7413736,11.3238,5.791,33.9460448,6.3158536
0,0,0,0,0,94924800,2460717000,32847460,4783057200,784996740,0,0,941446.23156,3318.4,1287.53796,560058.498044,7797912.4,564.38605,1202.04864,822105.80538,2089.4,704.3127,284719.96166,551989.88,404.06086,654.5341,0.5613608,1.4307336,6.7923297,26.1784548,1.6043999,0.5509812,34.8282378,268.511332,0.3155116,0.2832147,40.561,54.015,3885.2218,1107.79378,-418.28188,-11.2,3.9994,0,-399.828154,-207.5956288,1366.7066,6.7413736,9.835,5.791,31.8380105,6.3158536
