orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_memory_[none],orin_memory_6g-sandbox-prometheus-1,orin_memory_monitoring-stack-smart-plug-1,orin_memory_powerstorm_marketing-campaign_0_client,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,xavier_cpu_6g-sandbox-engine-worker-1,xavier_cpu_monitoring-stack-smart-plug-1,raspberrypi5_cpu_6g-sandbox-engine-worker-1,raspberrypi5_cpu_monitoring-stack_smart-plug_1,orin_temp,xavier_temp,raspberrypi5_temp,orin_memory,xavier_memory,raspberrypi5_memory,orin_disk_writes,xavier_disk_writes,raspberrypi5_disk_writes,orin_disk_reads,xavier_disk_reads,raspberrypi5_disk_reads,orin_network_sent,xavier_network_sent,raspberrypi5_network_sent,orin_network_received,xavier_network_received,raspberrypi5_network_received,orin_power,xavier_power,raspberrypi5_power,orin_cpu,xavier_cpu,raspberrypi5_cpu
0,0,,67416060,905106220,32346930,106041340,229368.012,0,1476.3222,0,294346.4352,0,790.12704,277.9004,0.6796672,2.6662893,0.8629589,12.7685041,0.5514806,,8.5090066,1.508818,0.6099073,0.2162609,40.5,44,42.2475,3070.361,968.69528,829.55312,-486.577868,-9.6,-10.4,0,469.36984,395.94418,-343.418128,-180.6643092,-115.8891102,434.310902,9.8531826,9.3513136,8.601,3.417,4.3974,24.4566895,12.2221416,2.5992689
0,0,,76605028,905253660,32349388,145295764,243937.850392,736.155,1664.85844,22059.73404,2384235.096498,535.71388,935.08488,1965850.2528,0.6673024,4.0134776,0.9737104,1.8256653,0.766359,,1.9987528,1.6911539,0.9955099,0.2280949,40.5,44,42.2475,3186.8452,968.33748,827.97812,-3331.022212,-3.2,-92.215482,0,216.110366,313.308496,-633.431222,-179.401951,-115.98262,27757.40988,9.3299834,8.4019876,8.7948,3.436,4.595,25.9241824,10.5796072,2.9028917
0,0,,76605028,905253660,32349388,145295764,243937.850392,736.155,1664.85844,22059.73404,2384235.096498,535.71388,935.08488,1965850.2528,0.6673024,4.0134776,0.9737104,1.8256653,0.766359,,1.9987528,1.6911539,0.9955099,0.2280949,40.4776666666667,44,42.2475,3186.8452,968.33748,827.97812,-3331.022212,-3.2,-92.215482,0,216.110366,313.308496,-633.431222,-179.401951,-115.98262,27757.40988,9.3299834,8.4019876,8.7948,3.436,4.595,25.9241824,10.5796072,2.9028917
0,0,,76605028,905253660,32349388,145295764,243937.850392,736.155,1664.85844,22059.73404,2384235.096498,535.71388,935.08488,1965850.2528,0.6673024,4.0134776,0.9737104,1.8256653,0.766359,,1.9987528,1.6911539,0.9955099,0.2280949,40.4776666666667,44,42.2475,3186.8452,968.33748,827.97812,-3331.022212,-3.2,-92.215482,0,216.110366,313.308496,-633.431222,-179.401951,-115.98262,27757.40988,9.3299834,8.4019876,8.7948,3.436,4.595,25.9241824,10.5796072,2.9028917
0,0,,76605028,905253660,32349388,145295764,243937.850392,736.155,1664.85844,22059.73404,2384235.096498,535.71388,935.08488,1965850.2528,0.6673024,4.0134776,0.9737104,1.8256653,0.766359,,1.9987528,1.6911539,0.9955099,0.2280949,40.4776666666667,44,42.2475,3186.8452,968.33748,827.97812,-3331.022212,-3.2,-92.215482,0,216.110366,313.308496,-633.431222,-179.401951,-115.98262,27757.40988,9.3299834,8.4019876,8.7948,3.436,4.595,25.9241824,10.5796072,2.9028917
0,0,,76605028,905253660,32349388,145295764,243937.850392,736.155,1664.85844,22059.73404,2384235.096498,535.71388,935.08488,1965850.2528,0.6673024,4.0134776,0.9737104,1.8256653,0.766359,,1.9987528,1.6911539,0.9955099,0.2280949,40.4776666666667,44,42.2475,3186.8452,968.33748,827.97812,-3331.022212,-3.2,-92.215482,0,216.110366,313.308496,-633.431222,-179.401951,-115.98262,27757.40988,9.3299834,8.4019876,8.7948,3.436,4.595,25.9241824,10.5796072,2.9028917
0,0,0,90406094,905346260,32349386,259432440,304101.022404,533.53946,1271.01954,17424.8871,1733828.94504,484.745,766.1881,1407092.79464,0.6692027,3.8072895,1.1037002,1.3053306,0.869922,31.6513344,2.8925591,1.5084465,0.873836,0.2589389,40.4776666666667,44,42.2475,3279.779,968.98436,829.36872,-137.064966,-10.45297,-25.384518,0,242.676254,235.29996,-397.177266,-177.8443032,-115.9599964,643.05782,9.010472,9.0592675,8.924,3.436,4.2986,23.5652891,10.7960487,2.5982587
0,0,0,90406094,905346260,32349386,259432440,304101.022404,533.53946,1271.01954,17424.8871,1733828.94504,484.745,766.1881,1407092.79464,0.6692027,3.8072895,1.1037002,1.3053306,0.869922,31.6513344,2.8925591,1.5084465,0.873836,0.2589389,40.4776666666667,44,42.2475,3279.779,968.98436,829.36872,-137.064966,-10.45297,-25.384518,0,242.676254,235.29996,-397.177266,-177.8443032,-115.9599964,643.05782,9.010472,9.0592675,8.924,3.436,4.2986,23.5652891,10.7960487,2.5982587
0,0,0,90406094,905346260,32349386,259432440,304101.022404,533.53946,1271.01954,17424.8871,1733828.94504,484.745,766.1881,1407092.79464,0.6692027,3.8072895,1.1037002,1.3053306,0.869922,31.6513344,2.8925591,1.5084465,0.873836,0.2589389,40.4776666666667,44,42.2475,3279.779,968.98436,829.36872,-137.064966,-10.45297,-25.384518,0,242.676254,235.29996,-397.177266,-177.8443032,-115.9599964,643.05782,9.010472,9.0592675,8.924,3.436,4.2986,23.5652891,10.7960487,2.5982587
0,0,0,90406094,905346260,32349386,259432440,304101.022404,533.53946,1271.01954,17424.8871,1733828.94504,484.745,766.1881,1407092.79464,0.6692027,3.8072895,1.1037002,1.3053306,0.869922,31.6513344,2.8925591,1.5084465,0.873836,0.2589389,40.4776666666667,44,42.2475,3279.779,968.98436,829.36872,-137.064966,-10.45297,-25.384518,0,242.676254,235.29996,-397.177266,-177.8443032,-115.9599964,643.05782,9.010472,9.0592675,8.924,3.436,4.2986,23.5652891,10.7960487,2.5982587
0,0,0,90406094,905346260,32349386,259432440,304101.022404,533.53946,1271.01954,17424.8871,1733828.94504,484.745,766.1881,1407092.79464,0.6692027,3.8072895,1.1037002,1.3053306,0.869922,31.6513344,2.8925591,1.5084465,0.873836,0.2589389,40.4776666666667,44,42.2475,3279.779,968.98436,829.36872,-137.064966,-10.45297,-25.384518,0,242.676254,235.29996,-397.177266,-177.8443032,-115.9599964,643.05782,9.010472,9.0592675,8.924,3.436,4.2986,23.5652891,10.7960487,2.5982587
0,0,0,90415104,905428160,32347750,278876180,239902.597488,572.91416,1550.59994,7301.77892,376281.172052,524.49028,937.2,61905.97028,0.7517733,2.7027206,1.2508269,1.0403956,0.9279485,37.4237304,3.4920893,1.6919765,1.9997069,0.2004629,40.4776666666667,44,42.2475,3296.3188,969.61798,830.48436,-194.308148,-17.5573098,-9.6,0,242.30867,258.656748,-527.653488,-179.0106164,-148.1846102,8050.32646,9.3656866,9.2384322,9.0494,3.4056,4.101,23.1567248,14.1256363,3.0944097
