orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_memory_[none],orin_memory_6g-sandbox-prometheus-1,orin_memory_monitoring-stack-smart-plug-1,orin_memory_powerstorm_marketing-campaign_0_client,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,xavier_cpu_6g-sandbox-engine-worker-1,xavier_cpu_monitoring-stack-smart-plug-1,raspberrypi5_cpu_6g-sandbox-engine-worker-1,raspberrypi5_cpu_monitoring-stack_smart-plug_1,orin_temp,xavier_temp,raspberrypi5_temp,orin_memory,xavier_memory,raspberrypi5_memory,orin_disk_writes,xavier_disk_writes,raspberrypi5_disk_writes,orin_disk_reads,xavier_disk_reads,raspberrypi5_disk_reads,orin_network_sent,xavier_network_sent,raspberrypi5_network_sent,orin_network_received,xavier_network_received,raspberrypi5_network_received,orin_power,xavier_power,raspberrypi5_power,orin_cpu,xavier_cpu,raspberrypi5_cpu
0,0,0,98702948,923303900,32346110,3780147000,8261800.99512,189.54464,1470.52386,7684141,710562.47608,470.53448,842.21938,447632.164,0.4144822,1.8574046,0.5823684,81.755972,0.3545397,224.757276,38.615352,1.3998866,5.054817,0.218662,41.509,39.95,41.713,7284.6328,1334.7555,1117.4219,-42.4,-31.6819052,-202.736162,0,0,0,-360.4479612,-184.5444798,-173.5505388,428.09377,11.2381784,14.8313772,14.2064,4.006,4.082,68.1548275,23.0043627,2.8553935
0,0,0,98702948,923303900,32346110,3780147000,8261800.99512,189.54464,1470.52386,7684141,710562.47608,470.53448,842.21938,447632.164,0.4144822,1.8574046,0.5823684,81.755972,0.3545397,224.757276,38.615352,1.3998866,5.054817,0.218662,41.509,39.95,41.713,7284.6328,1334.7555,1117.4219,-42.4,-31.6819052,-202.736162,0,0,0,-360.4479612,-184.5444798,-173.5505388,428.09377,11.2381784,14.8313772,14.2064,4.006,4.082,68.1548275,23.0043627,2.8553935
0,0,0,98702948,923303900,32346110,3780147000,8261800.99512,189.54464,1470.52386,7684141,710562.47608,470.53448,842.21938,447632.164,0.4144822,1.8574046,0.5823684,81.755972,0.3545397,224.757276,38.615352,1.3998866,5.054817,0.218662,41.509,39.95,41.713,7284.6328,1334.7555,1117.4219,-42.4,-31.6819052,-202.736162,0,0,0,-360.4479612,-184.5444798,-173.5505388,428.09377,11.2381784,14.8313772,14.2064,4.006,4.082,68.1548275,23.0043627,2.8553935
0,0,0,99764634,923395700,32346110,3822462800,8229712.206,2461.04628,1612.49256,7958365.8,717328.1901,1059.66188,936.7338,405295.002,0.3809803,1.8621985,0.5879313,79.167276,0.3317523,232.689362,64.4242674,1.2003317,4.9882669,0.258595,41.509,39.95,41.713,7417.2094,1335.00626,1117.45308,-2966.400026,-22.3870166,-114.975424,0,505.95902,0,-569.853404,-191.9096842,-119.0756062,383.716568,210.0909446,12.1940874,13.918,4.006,4.2644,71.253377,29.3394808,2.6153679
0,0,0,99764634,923395700,32346110,3822462800,8229712.206,2461.04628,1612.49256,7958365.8,717328.1901,1059.66188,936.7338,405295.002,0.3809803,1.8621985,0.5879313,79.167276,0.3317523,232.689362,64.4242674,1.2003317,4.9882669,0.258595,41.509,39.95,41.713,7417.2094,1335.00626,1117.45308,-2966.400026,-22.3870166,-114.975424,0,505.95902,0,-569.853404,-191.9096842,-119.0756062,383.716568,210.0909446,12.1940874,13.918,4.006,4.2644,71.253377,29.3394808,2.6153679
0,0,0,99764634,923395700,32346110,3822462800,8229712.206,2461.04628,1612.49256,7958365.8,717328.1901,1059.66188,936.7338,405295.002,0.3809803,1.8621985,0.5879313,79.167276,0.3317523,232.689362,64.4242674,1.2003317,4.9882669,0.258595,41.509,39.95,41.713,7417.2094,1335.00626,1117.45308,-2966.400026,-22.3870166,-114.975424,0,505.95902,0,-569.853404,-191.9096842,-119.0756062,383.716568,210.0909446,12.1940874,13.918,4.006,4.2644,71.253377,29.3394808,2.6153679
0,0,0,99764634,923395700,32346110,3822462800,8229712.206,2461.04628,1612.49256,7958365.8,717328.1901,1059.66188,936.7338,405295.002,0.3809803,1.8621985,0.5879313,79.167276,0.3317523,232.689362,64.4242674,1.2003317,4.9882669,0.258595,41.509,39.95,41.713,7417.2094,1335.00626,1117.45308,-2966.400026,-22.3870166,-114.975424,0,505.95902,0,-569.853404,-191.9096842,-119.0756062,383.716568,210.0909446,12.1940874,13.918,4.006,4.2644,71.253377,29.3394808,2.6153679
0,0,0,99764634,923395700,32346110,3822462800,8229712.206,2461.04628,1612.49256,7958365.8,717328.1901,1059.66188,936.7338,405295.002,0.3809803,1.8621985,0.5879313,79.167276,0.3317523,232.689362,64.4242674,1.2003317,4.9882669,0.258595,41.509,39.95,41.713,7417.2094,1335.00626,1117.45308,-2966.400026,-22.3870166,-114.975424,0,505.95902,0,-569.853404,-191.9096842,-119.0756062,383.716568,210.0909446,12.1940874,13.918,4.006,4.2644,71.253377,29.3394808,2.6153679
0,0,0,103493632,923488260,32346110,3863188400,8168697.39794,0,1388.01898,7167663,648324.80378,0,793.16964,384457.192,0.3484472,1.8623915,0.5778829,80.261048,0.3600464,234.137774,29.4479574,1.5996109,3.8640344,0.219337,41.509,39.95,41.713,7448.5102,1334.8469,1117.71876,-54.4000014,-17.37742,-15.880012,0,458.44338,0,-358.2210556,-181.4265424,-116.7735536,368.5215644,10.9802032,10.7855068,13.804,4.0212,4.386,69.285478,22.0497539,2.5541492
0,0,0,103493632,923488260,32346110,3863188400,8168697.39794,0,1388.01898,7167663,648324.80378,0,793.16964,384457.192,0.3484472,1.8623915,0.5778829,80.261048,0.3600464,234.137774,29.4479574,1.5996109,3.8640344,0.219337,41.4866666666667,38.8,41.4225,7448.5102,1334.8469,1117.71876,-54.4000014,-17.37742,-15.880012,0,458.44338,0,-358.2210556,-181.4265424,-116.7735536,368.5215644,10.9802032,10.7855068,13.804,4.0212,4.386,69.285478,22.0497539,2.5541492
0,0,0,103493632,923488260,32346110,3863188400,8168697.39794,0,1388.01898,7167663,648324.80378,0,793.16964,384457.192,0.3484472,1.8623915,0.5778829,80.261048,0.3600464,234.137774,29.4479574,1.5996109,3.8640344,0.219337,41.4866666666667,38.8,41.4225,7448.5102,1334.8469,1117.71876,-54.4000014,-17.37742,-15.880012,0,458.44338,0,-358.2210556,-181.4265424,-116.7735536,368.5215644,10.9802032,10.7855068,13.804,4.0212,4.386,69.285478,22.0497539,2.5541492
0,0,0,103493632,923488260,32346110,3863188400,8168697.39794,0,1388.01898,7167663,648324.80378,0,793.16964,384457.192,0.3484472,1.8623915,0.5778829,80.261048,0.3600464,234.137774,29.4479574,1.5996109,3.8640344,0.219337,41.4866666666667,38.8,41.4225,7448.5102,1334.8469,1117.71876,-54.4000014,-17.37742,-15.880012,0,458.44338,0,-358.2210556,-181.4265424,-116.7735536,368.5215644,10.9802032,10.7855068,13.804,4.0212,4.386,69.285478,22.0497539,2.5541492
0,0,0,103493632,923488260,32346110,3863188400,8168697.39794,0,1388.01898,7167663,648324.80378,0,793.16964,384457.192,0.3484472,1.8623915,0.5778829,80.261048,0.3600464,234.137774,29.4479574,1.5996109,3.8640344,0.219337,41.4866666666667,38.8,41.4225,7448.5102,1334.8469,1117.71876,-54.4000014,-17.37742,-15.880012,0,458.44338,0,-358.2210556,-181.4265424,-116.7735536,368.5215644,10.9802032,10.7855068,13.804,4.0212,4.386,69.285478,22.0497539,2.5541492
0,0,0,97955844,923554620,32346110,3891441000,7398320.798,0,1605.86404,8128914.6,537482.77876,0,921.63152,442669.62,0.3635175,1.9113554,0.5915845,80.438296,0.3106294,235.68255,33.909211,1.3105987,3.8986566,0.2583596,41.4866666666667,38.8,41.4225,7481.247,1334.92888,1119.11564,-52.000002,-21.26061,-209.393172,0,394.31646,0,-356.8096108,-180.5883026,-116.7858268,378.1283206,12.9026648,11.0146024,13.728,4.025,4.3974,69.5989458,22.1042969,3.0149641
0,0,0,97955844,923554620,32346110,3891441000,7398320.798,0,1605.86404,8128914.6,537482.77876,0,921.63152,442669.62,0.3635175,1.9113554,0.5915845,80.438296,0.3106294,235.68255,33.909211,1.3105987,3.8986566,0.2583596,41.4866666666667,38.8,41.4225,7481.247,1334.92888,1119.11564,-52.000002,-21.26061,-209.393172,0,394.31646,0,-356.8096108,-180.5883026,-116.7858268,378.1283206,12.9026648,11.0146024,13.728,4.025,4.3974,69.5989458,22.1042969,3.0149641
0,0,0,97955844,923554620,32346110,3891441000,7398320.798,0,1605.86404,8128914.6,537482.77876,0,921.63152,442669.62,0.3635175,1.9113554,0.5915845,80.438296,0.3106294,235.68255,33.909211,1.3105987,3.8986566,0.2583596,41.4866666666667,38.8,41.4225,7481.247,1334.92888,1119.11564,-52.000002,-21.26061,-209.393172,0,394.31646,0,-356.8096108,-180.5883026,-116.7858268,378.1283206,12.9026648,11.0146024,13.728,4.025,4.3974,69.5989458,22.1042969,3.0149641
0,0,0,97955844,923554620,32346110,3891441000,7398320.798,0,1605.86404,8128914.6,537482.77876,0,921.63152,442669.62,0.3635175,1.9113554,0.5915845,80.438296,0.3106294,235.68255,33.909211,1.3105987,3.8986566,0.2583596,41.4866666666667,38.8,41.4225,7481.247,1334.92888,1119.11564,-52.000002,-21.26061,-209.393172,0,394.31646,0,-356.8096108,-180.5883026,-116.7858268,378.1283206,12.9026648,11.0146024,13.728,4.025,4.3974,69.5989458,22.1042969,3.0149641
0,0,0,97955844,923554620,32346110,3891441000,7398320.798,0,1605.86404,8128914.6,537482.77876,0,921.63152,442669.62,0.3635175,1.9113554,0.5915845,80.438296,0.3106294,235.68255,33.909211,1.3105987,3.8986566,0.2583596,41.4866666666667,38.8,41.4225,7481.247,1334.92888,1119.11564,-52.000002,-21.26061,-209.393172,0,394.31646,0,-356.8096108,-180.5883026,-116.7858268,378.1283206,12.9026648,11.0146024,13.728,4.025,4.3974,69.5989458,22.1042969,3.0149641
0,0,0,103020136,923648000,32346110,3937847000,8426185.6365,0,1379.19272,7092923.4,711560.72956,0,792.9136,380745.49,0.3306004,1.9748647,0.5924397,81.50367,0.3728755,228.489602,29.8838878,1.7958821,4.4445954,0.2190231,41.4866666666667,38.8,41.4225,7527.3798,1335.05154,1119.41876,-46780.800368,-20,-145.11815,0,46.8811424,0,-357.2076508,-180.8759314,-118.5146216,368.5934878,10.167952,11.6873788,14.2518,4.0706,4.405,69.8329577,19.946731,2.5070574
0,0,0,103020136,923648000,32346110,3937847000,8426185.6365,0,1379.19272,7092923.4,711560.72956,0,792.9136,380745.49,0.3306004,1.9748647,0.5924397,81.50367,0.3728755,228.489602,29.8838878,1.7958821,4.4445954,0.2190231,41.6573333333333,38,42.538,7527.3798,1335.05154,1119.41876,-46780.800368,-20,-145.11815,0,46.8811424,0,-357.2076508,-180.8759314,-118.5146216,368.5934878,10.167952,11.6873788,14.2518,4.0706,4.405,69.8329577,19.946731,2.5070574
0,0,0,103020136,923648000,32346110,3937847000,8426185.6365,0,1379.19272,7092923.4,711560.72956,0,792.9136,380745.49,0.3306004,1.9748647,0.5924397,81.50367,0.3728755,228.489602,29.8838878,1.7958821,4.4445954,0.2190231,41.6573333333333,38,42.538,7527.3798,1335.05154,1119.41876,-46780.800368,-20,-145.11815,0,46.8811424,0,-357.2076508,-180.8759314,-118.5146216,368.5934878,10.167952,11.6873788,14.2518,4.0706,4.405,69.8329577,19.946731,2.5070574
0,0,0,103020136,923648000,32346110,3937847000,8426185.6365,0,1379.19272,7092923.4,711560.72956,0,792.9136,380745.49,0.3306004,1.9748647,0.5924397,81.50367,0.3728755,228.489602,29.8838878,1.7958821,4.4445954,0.2190231,41.6573333333333,38,42.538,7527.3798,1335.05154,1119.41876,-46780.800368,-20,-145.11815,0,46.8811424,0,-357.2076508,-180.8759314,-118.5146216,368.5934878,10.167952,11.6873788,14.2518,4.0706,4.405,69.8329577,19.946731,2.5070574
0,0,0,103020136,923648000,32346110,3937847000,8426185.6365,0,1379.19272,7092923.4,711560.72956,0,792.9136,380745.49,0.3306004,1.9748647,0.5924397,81.50367,0.3728755,228.489602,29.8838878,1.7958821,4.4445954,0.2190231,41.6573333333333,38,42.538,7527.3798,1335.05154,1119.41876,-46780.800368,-20,-145.11815,0,46.8811424,0,-357.2076508,-180.8759314,-118.5146216,368.5934878,10.167952,11.6873788,14.2518,4.0706,4.405,69.8329577,19.946731,2.5070574
0,0,0,104279244,926371840,32346110,3988263000,8061163.5597,0,1480.27902,7735343.6,701071.50712,0,850.24206,436356.68,0.3222557,1.9018599,0.5774344,78.846842,0.3149535,238.022464,31.341473,1.6033284,7.1281388,0.2117105,41.6573333333333,38,42.538,7557.868,1335.88048,1120.52812,-3036.253,-13.6,-143.092484,0,91.1036,0,-355.9302044,-181.2928452,-117.3323804,367.8730662,13.5869618,11.6084744,14.601,4.082,4.3366,70.0151716,23.1543532,2.9552802
0,0,0,104279244,926371840,32346110,3988263000,8061163.5597,0,1480.27902,7735343.6,701071.50712,0,850.24206,436356.68,0.3222557,1.9018599,0.5774344,78.846842,0.3149535,238.022464,31.341473,1.6033284,7.1281388,0.2117105,41.6573333333333,38,42.538,7557.868,1335.88048,1120.52812,-3036.253,-13.6,-143.092484,0,91.1036,0,-355.9302044,-181.2928452,-117.3323804,367.8730662,13.5869618,11.6084744,14.601,4.082,4.3366,70.0151716,23.1543532,2.9552802
0,0,0,104279244,926371840,32346110,3988263000,8061163.5597,0,1480.27902,7735343.6,701071.50712,0,850.24206,436356.68,0.3222557,1.9018599,0.5774344,78.846842,0.3149535,238.022464,31.341473,1.6033284,7.1281388,0.2117105,41.6573333333333,38,42.538,7557.868,1335.88048,1120.52812,-3036.253,-13.6,-143.092484,0,91.1036,0,-355.9302044,-181.2928452,-117.3323804,367.8730662,13.5869618,11.6084744,14.601,4.082,4.3366,70.0151716,23.1543532,2.9552802
0,0,0,104279244,926371840,32346110,3988263000,8061163.5597,0,1480.27902,7735343.6,701071.50712,0,850.24206,436356.68,0.3222557,1.9018599,0.5774344,78.846842,0.3149535,238.022464,31.341473,1.6033284,7.1281388,0.2117105,41.6573333333333,38,42.538,7557.868,1335.88048,1120.52812,-3036.253,-13.6,-143.092484,0,91.1036,0,-355.9302044,-181.2928452,-117.3323804,367.8730662,13.5869618,11.6084744,14.601,4.082,4.3366,70.0151716,23.1543532,2.9552802
0,0,0,104279244,926371840,32346110,3988263000,8061163.5597,0,1480.27902,7735343.6,701071.50712,0,850.24206,436356.68,0.3222557,1.9018599,0.5774344,78.846842,0.3149535,238.022464,31.341473,1.6033284,7.1281388,0.2117105,41.6573333333333,38,42.538,7557.868,1335.88048,1120.52812,-3036.253,-13.6,-143.092484,0,91.1036,0,-355.9302044,-181.2928452,-117.3323804,367.8730662,13.5869618,11.6084744,14.601,4.082,4.3366,70.0151716,23.1543532,2.9552802
0,0,0,108770920,930384260,32347748,4027535400,7264167.5139,0,1501.44836,7968102.4,628396.62886,0,857.52486,491405.04,0.3320773,1.8998566,0.5889739,80.466648,0.3611153,225.892872,31.119532,1.7986057,3.5471902,0.2037595,41.6573333333333,38,42.538,7620.2022,1336.36956,1121.075,-69.34713,-41.6,-102.972838,0,456.321,0,-358.8983682,-181.9962756,-119.4546038,372.0704272,10.5950228,13.446943,14.305,4.0364,4.291,68.0466802,22.0339206,1.9614744
0,0,0,108770920,930384260,32347748,4027535400,7264167.5139,0,1501.44836,7968102.4,628396.62886,0,857.52486,491405.04,0.3320773,1.8998566,0.5889739,80.466648,0.3611153,225.892872,31.119532,1.7986057,3.5471902,0.2037595,41.6573333333333,37.65,42.813,7620.2022,1336.36956,1121.075,-69.34713,-41.6,-102.972838,0,456.321,0,-358.8983682,-181.9962756,-119.4546038,372.0704272,10.5950228,13.446943,14.305,4.0364,4.291,68.0466802,22.0339206,1.9614744
0,0,0,108770920,930384260,32347748,4027535400,7264167.5139,0,1501.44836,7968102.4,628396.62886,0,857.52486,491405.04,0.3320773,1.8998566,0.5889739,80.466648,0.3611153,225.892872,31.119532,1.7986057,3.5471902,0.2037595,41.6573333333333,37.65,42.813,7620.2022,1336.36956,1121.075,-69.34713,-41.6,-102.972838,0,456.321,0,-358.8983682,-181.9962756,-119.4546038,372.0704272,10.5950228,13.446943,14.305,4.0364,4.291,68.0466802,22.0339206,1.9614744
0,0,0,108770920,930384260,32347748,4027535400,7264167.5139,0,1501.44836,7968102.4,628396.62886,0,857.52486,491405.04,0.3320773,1.8998566,0.5889739,80.466648,0.3611153,225.892872,31.119532,1.7986057,3.5471902,0.2037595,41.6573333333333,37.65,42.813,7620.2022,1336.36956,1121.075,-69.34713,-41.6,-102.972838,0,456.321,0,-358.8983682,-181.9962756,-119.4546038,372.0704272,10.5950228,13.446943,14.305,4.0364,4.291,68.0466802,22.0339206,1.9614744
0,0,0,108770920,930384260,32347748,4027535400,7264167.5139,0,1501.44836,7968102.4,628396.62886,0,857.52486,491405.04,0.3320773,1.8998566,0.5889739,80.466648,0.3611153,225.892872,31.119532,1.7986057,3.5471902,0.2037595,41.6573333333333,37.65,42.813,7620.2022,1336.36956,1121.075,-69.34713,-41.6,-102.972838,0,456.321,0,-358.8983682,-181.9962756,-119.4546038,372.0704272,10.5950228,13.446943,14.305,4.0364,4.291,68.0466802,22.0339206,1.9614744
0,0,0,101313742,930481800,32346110,4099317200,8053784.28266,0,1434.88528,7538942,725634.77648,0,844.66098,462873.58,0.3997314,1.9113595,0.5872382,79.43087,0.3303279,228.114358,30.7441672,1.0919127,3.9766459,0.2575562,41.6573333333333,37.65,42.813,7675.0794,1336.43204,1121.57502,-38.4,-18.4,-138.055124,0,321.19046,0,-356.4476754,-183.1418242,-117.0173596,368.2420832,14.9154342,11.4042712,13.861,4.025,4.1086,69.0288789,21.7552583,2.6028372
0,0,0,101313742,930481800,32346110,4099317200,8053784.28266,0,1434.88528,7538942,725634.77648,0,844.66098,462873.58,0.3997314,1.9113595,0.5872382,79.43087,0.3303279,228.114358,30.7441672,1.0919127,3.9766459,0.2575562,41.6573333333333,37.65,42.813,7675.0794,1336.43204,1121.57502,-38.4,-18.4,-138.055124,0,321.19046,0,-356.4476754,-183.1418242,-117.0173596,368.2420832,14.9154342,11.4042712,13.861,4.025,4.1086,69.0288789,21.7552583,2.6028372
0,0,0,101313742,930481800,32346110,4099317200,8053784.28266,0,1434.88528,7538942,725634.77648,0,844.66098,462873.58,0.3997314,1.9113595,0.5872382,79.43087,0.3303279,228.114358,30.7441672,1.0919127,3.9766459,0.2575562,41.6573333333333,37.65,42.813,7675.0794,1336.43204,1121.57502,-38.4,-18.4,-138.055124,0,321.19046,0,-356.4476754,-183.1418242,-117.0173596,368.2420832,14.9154342,11.4042712,13.861,4.025,4.1086,69.0288789,21.7552583,2.6028372
0,0,0,101313742,930481800,32346110,4099317200,8053784.28266,0,1434.88528,7538942,725634.77648,0,844.66098,462873.58,0.3997314,1.9113595,0.5872382,79.43087,0.3303279,228.114358,30.7441672,1.0919127,3.9766459,0.2575562,41.6573333333333,37.65,42.813,7675.0794,1336.43204,1121.57502,-38.4,-18.4,-138.055124,0,321.19046,0,-356.4476754,-183.1418242,-117.0173596,368.2420832,14.9154342,11.4042712,13.861,4.025,4.1086,69.0288789,21.7552583,2.6028372
0,0,0,101313742,930481800,32346110,4099317200,8053784.28266,0,1434.88528,7538942,725634.77648,0,844.66098,462873.58,0.3997314,1.9113595,0.5872382,79.43087,0.3303279,228.114358,30.7441672,1.0919127,3.9766459,0.2575562,41.6573333333333,37.65,42.813,7675.0794,1336.43204,1121.57502,-38.4,-18.4,-138.055124,0,321.19046,0,-356.4476754,-183.1418242,-117.0173596,368.2420832,14.9154342,11.4042712,13.861,4.025,4.1086,69.0288789,21.7552583,2.6028372
0,0,0,102852198,930561240,32346110,4136209600,7732279.40408,13.2,1464.6001,7246248.2,641280.98846,13.2,809.6,417056.24,0.3951009,1.8463616,0.5815604,83.043996,0.3572348,216.96443,28.104855,2.1990109,3.9741198,0.2178816,41.6573333333333,37.65,42.813,7685.2198,1336.42268,1120.27808,-81.599998,-20.7999994,-120.000456,0,468.46912,0,-357.0496798,-181.2730372,-117.0711916,368.8746366,11.059727,10.9557156,13.899,3.854,3.987,67.4352968,21.7119201,2.7102259
0,0,0,102852198,930561240,32346110,4136209600,7732279.40408,13.2,1464.6001,7246248.2,641280.98846,13.2,809.6,417056.24,0.3951009,1.8463616,0.5815604,83.043996,0.3572348,216.96443,28.104855,2.1990109,3.9741198,0.2178816,41.785,38.15,42.7975,7685.2198,1336.42268,1120.27808,-81.599998,-20.7999994,-120.000456,0,468.46912,0,-357.0496798,-181.2730372,-117.0711916,368.8746366,11.059727,10.9557156,13.899,3.854,3.987,67.4352968,21.7119201,2.7102259
0,0,0,102852198,930561240,32346110,4136209600,7732279.40408,13.2,1464.6001,7246248.2,641280.98846,13.2,809.6,417056.24,0.3951009,1.8463616,0.5815604,83.043996,0.3572348,216.96443,28.104855,2.1990109,3.9741198,0.2178816,41.785,38.15,42.7975,7685.2198,1336.42268,1120.27808,-81.599998,-20.7999994,-120.000456,0,468.46912,0,-357.0496798,-181.2730372,-117.0711916,368.8746366,11.059727,10.9557156,13.899,3.854,3.987,67.4352968,21.7119201,2.7102259
0,0,0,102852198,930561240,32346110,4136209600,7732279.40408,13.2,1464.6001,7246248.2,641280.98846,13.2,809.6,417056.24,0.3951009,1.8463616,0.5815604,83.043996,0.3572348,216.96443,28.104855,2.1990109,3.9741198,0.2178816,41.785,38.15,42.7975,7685.2198,1336.42268,1120.27808,-81.599998,-20.7999994,-120.000456,0,468.46912,0,-357.0496798,-181.2730372,-117.0711916,368.8746366,11.059727,10.9557156,13.899,3.854,3.987,67.4352968,21.7119201,2.7102259
0,0,0,102852198,930561240,32346110,4136209600,7732279.40408,13.2,1464.6001,7246248.2,641280.98846,13.2,809.6,417056.24,0.3951009,1.8463616,0.5815604,83.043996,0.3572348,216.96443,28.104855,2.1990109,3.9741198,0.2178816,41.785,38.15,42.7975,7685.2198,1336.42268,1120.27808,-81.599998,-20.7999994,-120.000456,0,468.46912,0,-357.0496798,-181.2730372,-117.0711916,368.8746366,11.059727,10.9557156,13.899,3.854,3.987,67.4352968,21.7119201,2.7102259
0,0,0,109277182,930637420,32346110,4142793400,7948495.36577,0,1515.79994,8143239,602775.148376,0,898.2,446776.02,0.3368685,4.2626013,0.588275,80.234922,0.3211707,241.294432,28.5730624,1.4015053,4.1469547,0.2527693,41.785,38.15,42.7975,7701.9054,1336.668,1120.24062,-38.4000012,-98.4,-169.960942,0,188.51586,0,-357.0655212,-179.6839232,-117.7724406,368.6607806,13.2992138,11.507801,13.956,3.74,4.0094,70.4788206,20.3392024,2.7574306
0,0,0,109277182,930637420,32346110,4142793400,7948495.36577,0,1515.79994,8143239,602775.148376,0,898.2,446776.02,0.3368685,4.2626013,0.588275,80.234922,0.3211707,241.294432,28.5730624,1.4015053,4.1469547,0.2527693,41.785,38.15,42.7975,7701.9054,1336.668,1120.24062,-38.4000012,-98.4,-169.960942,0,188.51586,0,-357.0655212,-179.6839232,-117.7724406,368.6607806,13.2992138,11.507801,13.956,3.74,4.0094,70.4788206,20.3392024,2.7574306
0,0,0,109277182,930637420,32346110,4142793400,7948495.36577,0,1515.79994,8143239,602775.148376,0,898.2,446776.02,0.3368685,4.2626013,0.588275,80.234922,0.3211707,241.294432,28.5730624,1.4015053,4.1469547,0.2527693,41.785,38.15,42.7975,7701.9054,1336.668,1120.24062,-38.4000012,-98.4,-169.960942,0,188.51586,0,-357.0655212,-179.6839232,-117.7724406,368.6607806,13.2992138,11.507801,13.956,3.74,4.0094,70.4788206,20.3392024,2.7574306
0,0,0,109277182,930637420,32346110,4142793400,7948495.36577,0,1515.79994,8143239,602775.148376,0,898.2,446776.02,0.3368685,4.2626013,0.588275,80.234922,0.3211707,241.294432,28.5730624,1.4015053,4.1469547,0.2527693,41.785,38.15,42.7975,7701.9054,1336.668,1120.24062,-38.4000012,-98.4,-169.960942,0,188.51586,0,-357.0655212,-179.6839232,-117.7724406,368.6607806,13.2992138,11.507801,13.956,3.74,4.0094,70.4788206,20.3392024,2.7574306
0,0,0,109277182,930637420,32346110,4142793400,7948495.36577,0,1515.79994,8143239,602775.148376,0,898.2,446776.02,0.3368685,4.2626013,0.588275,80.234922,0.3211707,241.294432,28.5730624,1.4015053,4.1469547,0.2527693,41.785,38.15,42.7975,7701.9054,1336.668,1120.24062,-38.4000012,-98.4,-169.960942,0,188.51586,0,-357.0655212,-179.6839232,-117.7724406,368.6607806,13.2992138,11.507801,13.956,3.74,4.0094,70.4788206,20.3392024,2.7574306
0,0,0,102749798,930725060,32346110,4147965200,8833815.194734,69.6,1429.9999,8073585.2,708114.339242,69.6,776.99998,429909.1,0.3392024,1.8830875,0.5786975,79.92595,0.3613831,236.68281,25.8977076,1.4911751,3.9259026,0.2229705,41.785,38.15,42.7975,7693.7976,1336.77424,1120.76248,-16403.434804,-20,-50.4,0,325.71318,0,-358.0585984,-180.4056888,-118.0184856,369.806683,10.4909262,11.4683154,13.9636,3.7514,4.043,70.7294613,20.9821899,2.1095452
0,0,0,102749798,930725060,32346110,4147965200,8833815.194734,69.6,1429.9999,8073585.2,708114.339242,69.6,776.99998,429909.1,0.3392024,1.8830875,0.5786975,79.92595,0.3613831,236.68281,25.8977076,1.4911751,3.9259026,0.2229705,41.8056666666667,38.65,41.988,7693.7976,1336.77424,1120.76248,-16403.434804,-20,-50.4,0,325.71318,0,-358.0585984,-180.4056888,-118.0184856,369.806683,10.4909262,11.4683154,13.9636,3.7514,4.043,70.7294613,20.9821899,2.1095452
0,0,0,102749798,930725060,32346110,4147965200,8833815.194734,69.6,1429.9999,8073585.2,708114.339242,69.6,776.99998,429909.1,0.3392024,1.8830875,0.5786975,79.92595,0.3613831,236.68281,25.8977076,1.4911751,3.9259026,0.2229705,41.8056666666667,38.65,41.988,7693.7976,1336.77424,1120.76248,-16403.434804,-20,-50.4,0,325.71318,0,-358.0585984,-180.4056888,-118.0184856,369.806683,10.4909262,11.4683154,13.9636,3.7514,4.043,70.7294613,20.9821899,2.1095452
0,0,0,102749798,930725060,32346110,4147965200,8833815.194734,69.6,1429.9999,8073585.2,708114.339242,69.6,776.99998,429909.1,0.3392024,1.8830875,0.5786975,79.92595,0.3613831,236.68281,25.8977076,1.4911751,3.9259026,0.2229705,41.8056666666667,38.65,41.988,7693.7976,1336.77424,1120.76248,-16403.434804,-20,-50.4,0,325.71318,0,-358.0585984,-180.4056888,-118.0184856,369.806683,10.4909262,11.4683154,13.9636,3.7514,4.043,70.7294613,20.9821899,2.1095452
0,0,0,102749798,930725060,32346110,4147965200,8833815.194734,69.6,1429.9999,8073585.2,708114.339242,69.6,776.99998,429909.1,0.3392024,1.8830875,0.5786975,79.92595,0.3613831,236.68281,25.8977076,1.4911751,3.9259026,0.2229705,41.8056666666667,38.65,41.988,7693.7976,1336.77424,1120.76248,-16403.434804,-20,-50.4,0,325.71318,0,-358.0585984,-180.4056888,-118.0184856,369.806683,10.4909262,11.4683154,13.9636,3.7514,4.043,70.7294613,20.9821899,2.1095452
